dateCreation|lieuTravail|romeCode|typeContrat|experienceExige|entreprise|salaire|dureeTravailLibelleConverti|alternance|qualificationCode|secteurActivite|code_appellation|INSEE_COM
2021-03-05T08:30:32.000Z|29241|H2102|CDD|D|Bonduelle Traiteur|Mensuel de 1600,00 Euros sur 12 mois|Temps plein||1|10||29241|
2021-02-19T10:03:58.000Z|29241|H2604|MIS|E||Mensuel de 1470,00 Euros ï¿½ 1911,00 Euros|Temps plein|||78||29241|
2021-02-17T14:57:12.000Z|29241|J1305|CDI|D|SARL AMBULANCES LE FLOCH||Temps plein||6|86|10927|29241|
2021-03-16T11:20:29.000Z|29241|K1302|CDI|D|Azaé Quimper|Horaire de 10,25 Euros|Temps partiel||||11453|29241|
2021-03-12T10:17:27.000Z|29241|K2109|CDD|D|DU PERSONNEL DU RECTORAT DE RENNES|Mensuel de 1800,00 Euros à 2000,00 Euros sur 12 mois|Temps partiel||9|94||29241|
2021-03-05T18:07:31.000Z|29241|J1507|FRA|D|ELYSEE CONCEPT||Temps plein||9|70|18242|29241|
2021-02-24T17:04:16.000Z|29241|K1303|CDD|D|MAM STRAM GRAM||Temps plein||6|94|38088|29241|
2021-02-24T15:01:28.000Z|29241|D1502|CDI|E|||Temps plein||8||12300|29241|
2021-02-16T10:47:29.000Z|29241|K1304|CDD|D|Instan Finistère|Horaire de 10,25 Euros|Temps partiel||||10857|29241|
2021-01-22T15:27:01.000Z|29241|A1407|CDI|E|||Temps plein|||||29241|
2021-03-14T21:03:59.000Z|29241|I1304|CDI|E|Manpower.fr||Temps plein||||19870|29241|
2021-03-09T10:49:11.000Z|29241|F1703|MIS|D|CORNOUAILLE INTERIM|Horaire de 12 Euros à 13 Euros sur 12 mois|Temps plein||2|78|16250|29241|
2021-03-03T15:04:00.000Z|29241|D1208|CDD|E|||Temps partiel||6|96|14890|29241|
2021-03-01T11:57:37.000Z|29241|F1605|MIS|D|CORNOUAILLE INTERIM|Horaire de 11,00 Euros à 13,00 Euros sur 12 mois|Temps plein||3|78|11615|29241|
2021-02-19T11:12:47.000Z|29241|F1703|MIS|D|Triangle Solutions Rh||Temps plein|||78|16263|29241|
2021-02-18T09:50:18.000Z|29241|F1602|CDI|E|||Temps plein|||||29241|
2021-02-08T09:29:13.000Z|29241|D1103|CDI|E|BOUCHERIE LE LAMER|Mensuel de 2000 Euros sur 12 mois|Temps plein||6|47|11742|29241|
2021-03-12T10:37:36.000Z|29241|J1506|LIB|D|BENOT JEAN-PIERRE||Temps plein||9|86|15553|29241|
2021-03-11T09:12:24.000Z|29241|J1506|CDD|D|MAS TY AVEN||Temps partiel||7|87|15545|29241|
2021-03-10T15:40:30.000Z|29241|J1502|MIS|D|MEDICOOP FRANCE|Horaire de 12,12 Euros à 12,12 Euros sur 12 mois|Temps partiel||6|78|15551|29241|
2021-03-09T16:47:58.000Z|29241|H2914|MIS|E|TIKERNE RH|Horaire de 12 Euros à 13 Euros sur 12 mois|Temps plein||3|78|20488|29241|
2021-02-25T13:46:08.000Z|29241|F1603|MIS|D|Servagroupe Travail Temporaire||Temps plein|||78|17837|29241|
2021-02-25T08:09:57.000Z|29241|C1504|LIB|D|||Temps plein||||13464|29241|
