dateCreation|lieuTravail|romeCode|typeContrat|experienceExige|entreprise|salaire|dureeTravailLibelleConverti|alternance|qualificationCode|secteurActivite|code_appellation|INSEE_COM
2021-03-10T17:50:40.000Z|83071|K1403|CDI|E|SANTE ET SOLIDARITE DU VAR|Annuel de 28000,00 Euros à 32000,00 Euros sur 12 mois|Temps plein||9|86||83071|
2021-03-10T17:40:04.000Z|83071|M1602|CDD|D|SANTE ET SOLIDARITE DU VAR|Annuel de 18800,00 Euros à 22000,00 Euros sur 12 mois|Temps plein||5|86|14748|83071|
2021-03-10T11:24:44.000Z|83071|K2204|SAI|D|FASYL|Horaire de 11,50 Euros à 11,50 Euros sur 12 mois|Temps partiel||5|81||83071|
2021-03-03T11:04:31.000Z|83071|A1405|CDD|E|EXTER'NEO|Horaire de 10,25 Euros sur 12 mois|Temps plein||5|82|17540|83071|
2021-03-02T10:51:29.000Z|83071|A1405|SAI|D|DOMAINES OTT|Horaire de 10,25 Euros à 10,25 Euros sur 12 mois|Temps plein||1|01|17540|83071|
2021-02-25T09:50:11.000Z|83071|G1605|CDD|D|LA CIGALE|Horaire de 10,25 Euros|Temps plein||5|56|17846|83071|
2021-02-24T03:54:18.000Z|83071|K1304|CDI|D|||Temps plein|||96|14771|83071|
2021-02-22T17:42:01.000Z|83071|K1304|MIS|D|SAMSIC EMPLOI PACA TOULON|Horaire de 10,25 Euros|Temps plein||5|78|14771|83071|
2021-02-22T12:52:08.000Z|83071|G1501|SAI|D|CAMPING DE LA PASCALINETTE|Horaire de 10,25 Euros sur 12 mois|Temps plein||6|55|38578|83071|
2021-02-22T09:33:53.000Z|83071|G1801|CDI|E|GETUP DEVELOPPEMENT||Temps plein||5|56|19426|83071|
2021-02-18T10:52:49.000Z|83071|K1304|CDI|E|CRIT INTERIM|Horaire de 10,25 Euros à 12,50 Euros sur 12 mois|Temps plein||5|78|14771|83071|
2021-02-17T10:57:21.000Z|83071|G1603|CDD|E|QUAI SUD|Horaire de 10,25 Euros|Temps plein||5|64|14813|83071|
2021-02-16T16:10:15.000Z|83071|A1405|SAI|D|DOMAINES OTT|Horaire de 10,25 Euros|Temps plein||1|01|17540|83071|
