dateCreation|lieuTravail|romeCode|typeContrat|experienceExige|entreprise|salaire|dureeTravailLibelleConverti|alternance|qualificationCode|secteurActivite|code_appellation|INSEE_COM
2021-03-09T22:02:36.000Z|69043|D1401|CDI|E|Manpower||Temps plein|||||69043|
2021-03-09T12:43:52.000Z|69043|D1401|CDI|E|SKILLS RH|Annuel de 25000,00 Euros à 30000,00 Euros sur 12 mois|Temps plein||6|78|38958|69043|
2021-03-05T12:28:28.000Z|69043|M1607|CDI|E||Mensuel de 1900,00 Euros sur 12 mois|Temps plein||6|43|11183|69043|
2021-03-02T11:22:10.000Z|69043|K2204|CDI|E|HORIZON PROPRETE|Horaire de 10,44 Euros sur 12 mois|Temps partiel||5|81|10571|69043|
2021-03-15T21:54:00.000Z|69043|J1307|CDI|D||De 1662,00 Euros ï¿½ 1870,00 Euros|Temps plein|||47||69043|
2021-03-12T14:05:59.000Z|69043|N1303|CDI|D|JACQUES LAFARGUE TRAITEUR|Mensuel de 1750 Euros à 1850 Euros sur 12 mois|Temps plein||5|56|16211|69043|
2021-03-08T11:07:59.000Z|69043|D1401|CDI|E|LIP TERTIAIRE LYON TFV|Annuel de 29000,00 Euros sur 12 mois|Temps plein||6|78|11286|69043|
2021-03-06T03:12:43.000Z|69043|A1203|CDI|E||Horaire de 11,00 Euros ï¿½ 13,00 Euros|Temps plein|||70|16067|69043|
2021-02-26T17:50:45.000Z|69043|A1203|CDD|E|AGE D'OR SERVICES|Horaire de 12,00 Euros à 13,00 Euros sur 12 mois|Temps plein||6|88|16067|69043|
||||||||||||69043|
2021-02-18T09:55:08.000Z|69043|I1203|CDI|E|||Temps plein||||20217|69043|
2021-02-12T16:37:13.000Z|69043|K2110|CDI|D|AUTO ECOLE FORMUL'R|Mensuel de 1834,00 Euros à 1972,00 Euros sur 12 mois|Temps plein||6|85||69043|
2021-03-16T11:38:31.000Z|69043|K1304|CDI|E|Domidom Saint-Genis-Laval||Temps plein|||88|10805|69043|
2021-03-16T11:38:05.000Z|69043|K1304|CDI|E|Domidom Saint-Genis-Laval||Temps plein|||88|10857|69043|
2021-03-15T09:38:37.000Z|69043|K1602|CDD|D|Conseil Departemental du Rhône|Mensuel de 1555,00 Euros à 1600,00 Euros sur 12 mois|Temps plein||2|84|15325|69043|
2021-03-06T11:04:35.000Z|69043|H2901|CDI|E||Annuel de 25000,00 Euros ï¿½ 27000,00 Euros|Temps plein|||28|16520|69043|
2021-03-05T13:51:31.000Z|69043|F1607|CDI|E||Mensuel de 1900 Euros à 2400 Euros sur 12 mois|Temps plein||2|43|19416|69043|
2021-03-02T04:12:46.000Z|69043|K1302|CDI|D|||Temps plein|||88|11255|69043|
2021-03-02T04:04:54.000Z|69043|K1304|CDI|D|||Temps plein|||88|10857|69043|
2021-02-24T17:34:42.000Z|69043|G1605|CDD|D|MAIRIE - Cuisine Centrale - 0661353760|Horaire de 10,59 Euros à 11,61 Euros sur 12 mois|Temps plein||5|84|10827|69043|
2021-02-24T02:53:25.000Z|69043|C1504|LIB|D|||Temps plein||||13464|69043|
2021-02-23T10:55:28.000Z|69043|K2105|CDD|D|Allegro Rhône|Horaire de 20,00 Euros|Temps plein|||||69043|
2021-02-22T15:47:36.000Z|69043|J1302|CDD|D|UNIBIO (SELARL)|Horaire de 11,55 Euros|Temps plein||7|86||69043|
2021-02-22T04:07:18.000Z|69043|I1401|CDI|D|Aquila Rh||Temps plein|||||69043|
2021-02-22T04:06:51.000Z|69043|H2907|CDI|D|Aquila Rh||Temps plein||||17149|69043|
2021-02-22T04:06:10.000Z|69043|H2905|CDI|D|Aquila Rh||Temps plein||||17069|69043|
2021-02-22T04:05:30.000Z|69043|H2905|CDI|D|Aquila Rh||Temps plein||||17069|69043|
2021-02-22T04:05:20.000Z|69043|H3302|CDI|D|Aquila Rh||Temps plein||||17100|69043|
2021-02-21T21:09:08.000Z|69043|D1402|CDI|E|||Temps plein||7||11387|69043|
2021-02-21T05:10:53.000Z|69043|K1304|CDI|E|Essentiel & Domicile Craponne|Horaire de 10,50 Euros|Temps plein|||88|10857|69043|
2021-02-19T12:26:08.000Z|69043|H2605|CDI|E|OPEN EMPLOI|Horaire de 11,00 Euros à 13,00 Euros sur 12 mois|Temps plein||7|78|11619|69043|
2021-02-19T06:01:57.000Z|69043|D1402|CDI|D|Lynx Rh Services||Temps plein||||11387|69043|
2021-02-18T14:40:05.000Z|69043|N1101|CDD|D|TRANSPORTS MORELLON|Mensuel de 2000,00 Euros à 2050,00 Euros sur 12 mois|Temps plein||5|49|11681|69043|
2021-02-17T11:19:00.000Z|69043|D1402|CDI|E|PROFORM|Annuel de 29000,00 Euros à 30000,00 Euros sur 13 mois|Temps plein||7|28|11387|69043|
2021-02-16T09:43:52.000Z|69043|H1403|MIS|D|Start People|Horaire de 10,25 Euros ï¿½ 10,55 Euros|Temps plein|||78|10553|69043|
2021-02-16T07:54:51.000Z|69043|H3301|CDI|E|Expectra||Temps plein||||12981|69043|
2021-02-15T22:17:51.000Z|69043|H2102|CDI|E|Expectra||Temps plein||||12996|69043|
2021-02-15T11:57:41.000Z|69043|N4105|CDD|E|GMS|Mensuel de 1820,00 Euros à 1900,00 Euros sur 12 mois|Temps plein||3|61|13306|69043|
2021-02-15T11:28:27.000Z|69043|H2903|CDI|E|GIF EMPLOI RHONE ALPES||Temps plein||6|78|17270|69043|
2021-02-15T14:57:36.000Z|69043|C1504|LIB|D|||Temps plein||||13464|69043|
2021-02-10T12:25:03.000Z|69043|H2602|CDI|E|PRAXION|Mensuel de 2600,00 Euros à 3200,00 Euros sur 12 mois|Temps plein||7|70||69043|
2021-02-09T13:31:57.000Z|69043|I1309|CDI|E|PRAXION|Mensuel de 2700,00 Euros à 3200,00 Euros sur 12 mois|Temps plein||7|70||69043|
2021-01-21T08:51:13.000Z|69043|H2913|CDD|D|AFPI LYON||Temps plein||6|85||69043|
2021-01-20T04:57:34.000Z|69043|K1304|CDI|D||Horaire de 10,50 Euros ï¿½ 11,00 Euros|Temps plein|||70|10857|69043|
2021-03-15T10:56:53.000Z|69043|J1501|CDD|D|MAIRIE|Mensuel de 1795,00 Euros à 1995,00 Euros sur 12 mois|Temps plein||6|84|10891|69043|
2021-03-15T09:45:12.000Z|69043|G1602|CDI|E|JACQUES LAFARGUE TRAITEUR|Mensuel de 1850,00 Euros à 2000,00 Euros sur 12 mois|Temps plein||6|56|12196|69043|
2021-03-09T15:25:55.000Z|69043|F1703|CDI|E|DA BAT|Horaire de 12,5 Euros à 14 Euros sur 12 mois|Temps plein||3|43|16254|69043|
2021-03-08T16:19:06.000Z|69043|K1302|CDI|D|UN SOURIRE A MA PORTE|Horaire de 11,00 Euros|Temps plein||||11456|69043|
2021-03-08T16:16:29.000Z|69043|K1302|CDI|D|UN SOURIRE A MA PORTE|Horaire de 11,00 Euros|Temps plein||||11456|69043|
