dateCreation|lieuTravail|romeCode|typeContrat|experienceExige|entreprise|salaire|dureeTravailLibelleConverti|alternance|qualificationCode|secteurActivite|code_appellation|INSEE_COM
2021-03-15T16:18:10.000Z|33051|K2204|CDI|D|ATLANTIC SERVICE (S.A)|Horaire de 10,59 Euros à 10,60 Euros sur 12 mois|Temps partiel||6|81|10571|33051|
2021-03-15T09:24:54.000Z|33051|M1605|CDI|E|AVIVA|Mensuel de 1800,00 Euros à 2200,00 Euros sur 12 mois|Temps plein||6|47||33051|
2021-03-11T07:18:43.000Z|33051|J1301|CDD|D|||Temps plein||||10698|33051|
2021-03-10T14:24:07.000Z|33051|D1211|CDD|D|GCIF||Temps plein||5|85|20592|33051|
2021-03-10T11:28:05.000Z|33051|G1803|SAI|D|BRAISE AND CO biganos|Mensuel de 1600,00 Euros à 1601,00 Euros sur 12 mois|Temps plein||5|56|19427|33051|
2021-03-10T09:03:14.000Z|33051|J1301|CDD|D|Appel Medical||Temps plein||||10698|33051|
2021-03-08T14:48:13.000Z|33051|N4105|CDD|D||Horaire de 10,36 Euros|Temps plein||5|78|11999|33051|
2021-03-04T09:39:24.000Z|33051|D1408|CDD|D||Mensuel de 1663,00 Euros sur 12 mois|Temps plein||6|78|20306|33051|
2021-02-27T04:59:01.000Z|33051|K2204|CDI|D||Horaire de 10,25 Euros ï¿½ 10,25 Euros|Temps plein|||96|10571|33051|
2021-02-26T16:08:05.000Z|33051|D1507|CDI|D|Grand Frais||Temps plein||||38124|33051|
2021-02-25T15:58:24.000Z|33051|K2204|CDI|D|SAMSIC PROPRETE|Horaire de 10,56 Euros à 10,56 Euros sur 12 mois|Temps partiel||5|81||33051|
2021-02-25T13:52:15.000Z|33051|N1103|MIS|E||Mensuel de 1764,00 Euros|Temps plein|||78|17993|33051|
2021-02-24T09:02:03.000Z|33051|H2102|MIS|E|RANDSTAD|Horaire de 12,03 Euros sur 12 mois|Temps plein||3|78||33051|
2021-02-19T17:09:33.000Z|33051|D1211|CDD|D|MAGNITUDE|Horaire de 11,00 Euros à 13,00 Euros sur 12 mois|Temps partiel||5|82|20552|33051|
2021-02-18T03:06:37.000Z|33051|K2204|CDI|E||Horaire de 10,25 Euros ï¿½ 10,25 Euros|Temps plein|||96|10686|33051|
2021-01-26T03:51:38.000Z|33051|D1507|CDI|D||Mensuel de 1622,00 Euros ï¿½ 1622,00 Euros|Temps plein|||46|14769|33051|
2021-01-20T16:06:46.000Z|33051|H1403|MIS|D|Start People|Horaire de 18,15 Euros|Temps plein|||78|10553|33051|
2020-12-17T09:58:09.000Z|33051|N1103|CDI|E|Frans Bonhomme||Temps plein||||16290|33051|
2021-03-16T11:12:14.000Z|33051|K1302|CDI|D|Azaé Bassin d'Arcachon|Horaire de 11,00 Euros|Temps partiel||||11255|33051|
2021-03-15T10:22:33.000Z|33051|G1204|CDD|D|MAIRIE|Mensuel de 1555 Euros à 1600 Euros sur 12 mois|Temps plein||6|84|11067|33051|
2021-03-15T09:21:21.000Z|33051|D1212|CDI|D|AVIVA|Mensuel de 1800 Euros à 4500 Euros sur 12 mois|Temps plein||6|47|20523|33051|
2021-03-10T14:18:58.000Z|33051|D1401|CDI|E|MBC CONSULTING|Mensuel de 2000,00 Euros à 2100,00 Euros sur 13 mois|Temps plein||6|70|12748|33051|
2021-03-09T11:11:54.000Z|33051|H2909|MIS|E|RANDSTAD|Horaire de 12,03 Euros sur 12 mois|Temps plein||3|78||33051|
2021-03-08T16:37:55.000Z|33051|N1103|MIS|E|CRIT INTERIM|Horaire de 10,8 Euros à 10,8 Euros sur 12 mois|Temps plein||3|78|16276|33051|
2021-03-05T11:31:39.000Z|33051|K2202|CDI|E|RANDSTAD|Horaire de 10,44 Euros sur 12 mois|Temps partiel||5|78|16165|33051|
2021-03-02T09:54:31.000Z|33051|B1803|DDI|D|FRINGUETTE|Horaire de 10,25 Euros sur 12 mois|Temps partiel||5|88|13812|33051|
2021-02-26T16:24:49.000Z|33051|A1203|SAI|E|Camping Le Marache|Horaire de 11,00 Euros sur 12 mois|Temps plein||5|55|16069|33051|
2021-02-22T17:46:31.000Z|33051|D1403|CDI|E|CASH PISCINE|Mensuel de 1770,00 Euros sur 12 mois|Temps plein||5|47||33051|
2021-02-19T12:16:38.000Z|33051|K2110|CDI|D|SAFE RIDER LIFE AUTO MOTO|Horaire de 10,5 Euros à 12 Euros sur 12 mois|Temps plein||6|85||33051|
2021-02-18T03:09:11.000Z|33051|K1304|CDI|E||Horaire de 10,25 Euros ï¿½ 10,25 Euros|Temps plein|||96|10857|33051|
||||||||||||33051|
2021-02-18T03:07:16.000Z|33051|A1203|CDI|E||Horaire de 10,25 Euros ï¿½ 10,25 Euros|Temps plein|||96|16067|33051|
2021-02-17T15:30:25.000Z|33051|N1105|MIS|D|CRIT INTERIM|Horaire de 10,25 Euros à 10,50 Euros sur 12 mois|Temps plein||5|78|16361|33051|
2021-02-17T14:28:33.000Z|33051|K1304|CDI|E|H & L|Horaire de 12,00 Euros ï¿½ 12,00 Euros|Temps partiel||5||10805|33051|
2021-02-15T07:51:48.000Z|33051|D1502|CDI|E||Mensuel de 1868,00 Euros ï¿½ 1868,00 Euros|Temps plein|||46|10269|33051|
2021-02-04T15:06:34.000Z|33051|K2202|CDI|E|NICKEL SERVICES|Horaire de 10,44 Euros|Temps partiel||6|81|16166|33051|
2021-02-01T12:03:00.000Z|33051|K1207|MIS|D|Appel Medical||Temps plein|||78|14597|33051|
2021-01-16T15:07:44.000Z|33051|K1207|MIS|D|Appel Medical||Temps plein|||78|16740|33051|
2021-03-15T16:57:25.000Z|33051|I1306|CDI|E|||Temps plein||||16886|33051|
