dateCreation|lieuTravail|romeCode|typeContrat|experienceExige|entreprise|salaire|dureeTravailLibelleConverti|alternance|qualificationCode|secteurActivite|code_appellation|INSEE_COM
2021-03-15T10:04:31.000Z|06104|K1304|CDI|E|PARTICULIER EMPLOYEUR |Horaire de 12 Euros|Temps partiel||5|97|14774|06104|
2021-03-10T07:22:04.000Z|06104|K2204|CDI|E|RECREA|Horaire de 10,25 Euros sur 12 mois|Temps plein||6|93||06104|
2021-03-10T07:20:21.000Z|06104|K2204|CDI|E|RECREA|Horaire de 10,25 Euros sur 12 mois|Temps partiel||6|93||06104|
2021-03-08T15:55:50.000Z|06104|G1803|CDD|E|||Temps plein||5|56|19427|06104|
2021-02-25T15:47:51.000Z|06104|D1212|CDI|E|DOMUS MEA||Temps plein||6|47|20561|06104|
2021-02-23T09:28:33.000Z|06104|D1401|CDD|E||Mensuel de 2245,83 Euros sur 12 mois|Temps plein||6|64|11210|06104|
2020-09-29T15:53:30.000Z|06104|C1504|CDI|E|||Temps plein||6|68|10476|06104|
2021-03-15T10:21:18.000Z|06104|K1302|CDI|D|AAAD NOVAZUR|Horaire de 10,25 Euros|Temps partiel||5|88|11255|06104|
2021-03-14T13:22:09.000Z|06104|K1304|CDI|E|H & L|Horaire de 12,00 Euros ï¿½ 12,00 Euros|Temps partiel||5||10805|06104|
2021-02-12T11:00:24.000Z|06104|K1304|CDD|D|Particulier Employeur||Temps plein|||97|10857|06104|
2021-01-26T03:08:12.000Z|06104|K1304|CDI|D|||Temps plein||||10805|06104|
2021-03-15T11:24:35.000Z|06104|G1202|SAI|D|MAIRIE DE ROQUEBRUNE CAP MARTIN|Mensuel de 1600,00 Euros sur 12 mois|Temps plein||5|84||06104|
2021-03-10T15:34:36.000Z|06104|I1202|CDI|D|MAIRIE DE ROQUEBRUNE CAP MARTIN|Mensuel de 1600,00 Euros sur 13 mois|Temps plein||2|84||06104|
2021-03-08T16:02:06.000Z|06104|G1602|CDD|E|||Temps plein||5|56|17577|06104|
2021-03-02T11:38:12.000Z|06104|K2306|CDI|D|VEOLIA EAU|Mensuel de 1800,00 Euros à 2200,00 Euros sur 12 mois|Temps plein||6|36|20133|06104|
2021-02-25T08:06:19.000Z|06104|C1504|LIB|D|||Temps plein||||11380|06104|
2021-02-17T10:19:39.000Z|06104|J1304|CDI|D|MAIRIE DE ROQUEBRUNE CAP MARTIN|Mensuel de 1600,00 Euros sur 13 mois|Temps plein||6|84|11448|06104|
2021-01-28T12:18:22.000Z|06104|C1201|CDD|E|LA POSTE|Annuel de 21000,00 Euros à 23500,00 Euros sur 12 mois|Temps plein||6|53|15438|06104|
2020-12-31T10:15:25.000Z|06104|J1307|CDD|D|GRANDE PHARMACIE AZUREENNE||Temps plein||6|47|18027|06104|
2020-12-22T16:03:42.000Z|06104|D1505|CDI|E||Horaire de 10,25 Euros|Temps plein||5|47|11644|06104|
2021-03-04T16:14:47.000Z|06104|M1202|CDI|E|RHEC MC|Annuel de 30000,00 Euros à 36000,00 Euros sur 12 mois|Temps plein||8|70||06104|
2021-02-26T02:59:59.000Z|06104|C1504|LIB|D|||Temps plein||||10362|06104|
2021-02-21T17:10:51.000Z|06104|C1504|LIB|D|||Temps plein||||10362|06104|
2021-02-20T08:44:00.000Z|06104|C1504|LIB|D|||Temps plein||||10362|06104|
2021-03-15T12:31:24.000Z|06104|I1306|MIS|E|GROUPE SOVITRAT|Horaire de 10,50 Euros à 15,00 Euros sur 12 mois|Temps plein||3|78|20067|06104|
2021-03-15T10:11:24.000Z|06104|D1202|CDI|E|SALON ALEXANDRA BEAUTY EXCELLENCE||Temps plein||6|96|12694|06104|
2021-02-25T06:51:32.000Z|06104|C1504|LIB|D|||Temps plein||||13464|06104|
2021-02-20T08:49:01.000Z|06104|C1504|CDI|D|||Temps plein||||13464|06104|
