dateCreation|lieuTravail|romeCode|typeContrat|experienceExige|entreprise|salaire|dureeTravailLibelleConverti|alternance|qualificationCode|secteurActivite|code_appellation|INSEE_COM
2021-03-15T04:51:33.000Z|64496|D1401|CDD|D|||Temps plein||||14753|64496|
2021-03-04T15:56:29.000Z|64496|G1203|CDD|D||Horaire de 10,25 Euros|Temps partiel||6|84||64496|
2021-03-04T11:56:42.000Z|64496|G1203|CDD|D|ASSOCIATION AMETZA IKASTOLA|Horaire de 10,25 Euros|Temps partiel||6|85||64496|
2021-03-03T13:17:03.000Z|64496|I1604|CDD|D|FEJCAR|Horaire de 10,25 Euros à 10,50 Euros sur 12 mois|Temps partiel||5|45|18016|64496|
2021-02-12T05:39:05.000Z|64496|D1507|CDD|D|||Temps plein||5|47|14778|64496|
2021-02-02T14:25:42.000Z|64496|M1607|CDI|E|||Temps plein||6|71|19365|64496|
2020-12-26T21:09:50.000Z|64496|D1507|CDD|D|||Temps plein||5|47|14769|64496|
2021-03-08T16:14:27.000Z|64496|K1304|CDI|E|ABITAT SERVICE|Horaire de 10,15 Euros|Temps partiel||||14771|64496|
2021-03-04T20:39:59.000Z|64496|K2110|CDI|E||Mensuel de 1700 Euros à 2400 Euros sur 12 mois|Temps plein||6|85||64496|
2021-03-15T13:07:48.000Z|64496|C1504|CDD|E|Orpi St Pierre Immo |Mensuel de 1555 Euros sur 13 mois|Temps plein||6|68|13390|64496|
2021-03-15T10:31:49.000Z|64496|G1602|CDD|E|LES PINS|Horaire de 10,25 Euros sur 12 mois|Temps partiel||5|87|12757|64496|
2021-03-09T11:38:07.000Z|64496|D1208|CDD|D|YVES ROCHER|Mensuel de 1554,58 Euros à 1554,58 Euros sur 12 mois|Temps plein||6|47|14893|64496|
2021-03-05T03:00:40.000Z|64496|C1504|LIB|D|||Temps plein||||13464|64496|
2021-02-22T16:07:00.000Z|64496|D1211|CDD|D|BAR DU FRONTON||Temps partiel||1|56|20515|64496|
2021-02-19T11:55:15.000Z|64496|M1203|CDI|E|Kolibri Consulting||Temps plein||||11213|64496|
2021-01-21T08:45:44.000Z|64496|F1107|CDI|E|2BHL|Mensuel de 1850 Euros à 2400 Euros sur 12 mois|Temps plein||7|71|20160|64496|
2021-01-21T08:41:51.000Z|64496|F1107|CDI|E|2BHL|Mensuel de 1800 Euros à 2350 Euros sur 12 mois|Temps plein||7|71|20160|64496|
2021-03-15T20:42:30.000Z|64496|H1203|CDI|E|Missionsaquila Rh Biarritz||Temps plein||||14052|64496|
2021-03-11T12:27:30.000Z|64496|I1304|CDI|E|||Temps plein|||||64496|
2021-03-10T10:14:55.000Z|64496|M1203|CDI|E|Kolibri Consulting||Temps plein||||12786|64496|
2021-03-05T11:27:42.000Z|64496|F1610|MIS|D|START PEOPLE||Temps plein||3|78|20738|64496|
2021-02-12T10:59:12.000Z|64496|I1304|CDI|E|||Temps plein|||||64496|
2021-03-16T03:00:24.000Z|64496|J1506|MIS|D|Appel Médical par Randstad||Temps plein|||78|15544|64496|
2021-03-09T07:51:23.000Z|64496|J1506|CDI|E|||Temps plein||||15545|64496|
