dateCreation|lieuTravail|romeCode|typeContrat|experienceExige|entreprise|salaire|dureeTravailLibelleConverti|alternance|qualificationCode|secteurActivite|code_appellation|INSEE_COM
2021-03-03T15:18:57.000Z|04049|G1603|CDI|D| POUR ADULTES ET JEUNES HANDICAPES|Horaire de 10,25 Euros sur 12 mois|Temps plein||6|82|14813|04049|
2021-03-02T10:17:21.000Z|04049|G1603|CDD|E|DOMICILE RESTO|Horaire de 10,25 Euros|Temps plein||5|56|14813|04049|
2021-02-23T09:01:26.000Z|04049|N1105|MIS|E||Horaire de 13,55 Euros ï¿½ 13,55 Euros|Temps plein|||78|16361|04049|
2021-02-25T13:51:08.000Z|04049|G1602|CDI|E|||Temps plein||||12756|04049|
2021-02-21T05:14:59.000Z|04049|K1301|CDI|D|AD SENIORS DURANCE|Horaire de 10,50 Euros|Temps plein|||88|10856|04049|
2021-02-19T12:16:17.000Z|04049|N1103|CDD|E|SAGGAM|Horaire de 10,25 Euros|Temps plein||2|25|16277|04049|
2021-03-08T10:53:37.000Z|04049|D1102|CDI|D|AUX CAPRICES DES JARLANDINS||Temps plein||3|10|17407|04049|
2021-03-05T10:07:54.000Z|04049|K2503|CDI|E|IME LES OLIVIERS ( ADAPEI)|Horaire de 1554,00 Euros à 1890,00 Euros|Temps plein||5|87|38195|04049|
2021-03-04T02:59:29.000Z|04049|C1504|LIB|D|||Temps plein||||16963|04049|
2021-03-01T14:48:01.000Z|04049|N4102|CDD|D|ASSOCIATION POUR ADULTES ET JEUNES HAND||Temps partiel||5|82||04049|
2021-02-25T13:56:19.000Z|04049|G1804|CDD|E|||Temps plein||||12766|04049|
2021-02-23T08:58:16.000Z|04049|I1304|MIS|E||Horaire de 15,12 Euros ï¿½ 15,12 Euros|Temps plein|||78|19870|04049|
2021-02-23T08:57:00.000Z|04049|N1101|MIS|E||Horaire de 14,27 Euros ï¿½ 14,27 Euros|Temps plein|||78|11679|04049|
2021-02-19T12:11:23.000Z|04049|H2911|CDD|E|SAGGAM|Horaire de 10,25 Euros|Temps plein||2|25|11171|04049|
2021-02-15T10:35:56.000Z|04049|N4101|CDI|E|OREA|Horaire de 10,50 Euros sur 13 mois|Temps plein||3|38|12888|04049|
2021-02-10T14:46:27.000Z|04049|N1105|MIS|E|GAS AND PETROLEUM OVERSEAS|Horaire de 10,25 Euros sur 12 mois|Temps plein||1|78|16355|04049|
2021-01-12T15:16:47.000Z|04049|I1606|CDI|E|GARAGE MAURO|Mensuel de 1800,00 Euros à 2200,00 Euros sur 12 mois|Temps plein||3|45|11701|04049|
2021-03-10T08:46:56.000Z|04049|J1404|CDI|D|Appel Medical||Temps plein|||86|16419|04049|
2021-03-03T11:41:42.000Z|04049|F1202|CDI|E|OREA||Temps plein||8|38||04049|
2021-02-26T04:51:47.000Z|04049|I1604|MIS|E|Partnaire||Temps plein|||78|16446|04049|
2021-02-25T06:49:54.000Z|04049|C1504|LIB|D|||Temps plein||||11380|04049|
2021-02-25T06:05:33.000Z|04049|C1504|LIB|D|||Temps plein||||13464|04049|
2021-02-18T11:54:59.000Z|04049|N4101|MIS|E|APPEL INTERIM GAP|Horaire de 11,00 Euros à 13,00 Euros sur 12 mois|Temps plein||6|78|11989|04049|
2021-02-18T09:49:59.000Z|04049|N4101|MIS|D|Partnaire||Temps plein|||78|13231|04049|
2021-02-12T02:49:06.000Z|04049|C1504|LIB|D|||Temps plein||||10362|04049|
2021-01-30T12:55:53.000Z|04049|J1404|CDD|D|Appel Medical||Temps plein|||86|16419|04049|
