dateCreation|lieuTravail|romeCode|typeContrat|experienceExige|entreprise|salaire|dureeTravailLibelleConverti|alternance|qualificationCode|secteurActivite|code_appellation|INSEE_COM
2021-03-15T11:11:21.000Z|84003|D1401|CDI|S|ADEQUAT GESTION|Mensuel de 1650,00 Euros à 2250,00 Euros sur 12 mois|Temps plein||5|70||84003|
2021-03-15T08:59:20.000Z|84003|M1609|CDI|D|||Temps partiel||6|86|19397|84003|
2021-03-12T11:04:35.000Z|84003|M1401|CDD|D|QUALISENS/ REACT FRANCE|Horaire de 10,25 Euros à 10,26 Euros sur 12 mois|Temps partiel||6|70|14841|84003|
2021-03-11T10:39:55.000Z|84003|K1304|CDI|E|MORGAN & MALLET INTERNATIONAL SAS||Temps plein||6|74|15382|84003|
2021-03-10T16:01:03.000Z|84003|D1401|CDI|D|IMMOBILIERE DE L OLIVIER||Temps plein||6|68|11210|84003|
2021-03-10T11:38:57.000Z|84003|K2204|CDI|E|RESTAURANT MAC DONALD|Horaire de 10,25 Euros|Temps partiel||5|56|10571|84003|
2021-03-09T06:02:42.000Z|84003|N1103|MIS|D|Randstad||Temps plein|||78|17993|84003|
2021-03-05T17:54:25.000Z|84003|K2204|CDI|E|LAV'AVENIR|Horaire de 10,25 Euros|Temps partiel||5|81||84003|
2021-02-26T16:29:44.000Z|84003|M1607|CDD|E||Horaire de 10,25 Euros à 10,25 Euros sur 12 mois|Temps plein||5|85|11183|84003|
2021-02-16T11:29:10.000Z|84003|D1401|CDD|D|SARL CLAUDE SANCHEZ|Mensuel de 1067,00 Euros à 1070,00 Euros sur 12 mois|Temps partiel||6|43||84003|
2021-01-22T09:53:40.000Z|84003|D1106|CDD|E|BOULANGERIE DE MARIE BLACHERE|Horaire de 10,25 Euros sur 12 mois|Temps partiel||5|47|20560|84003|
2021-03-15T17:15:44.000Z|84003|D1106|CDD|E|Evenementiel Plus|Horaire de 10,25 Euros sur 12 mois|Temps partiel||5|73|20645|84003|
2021-03-11T11:51:44.000Z|84003|H1502|CDI|E|PROGRESS||Temps plein||7|22|38137|84003|
2021-03-10T16:47:05.000Z|84003|D1401|CDI|E|APTUNION INDUSTRIE||Temps plein||6|10|11181|84003|
2021-03-03T16:30:59.000Z|84003|H1403|CDD|D|NEPTUNE RH|Mensuel de 1600,00 Euros à 1830,00 Euros sur 14 mois|Temps plein||6|78||84003|
2021-03-01T10:20:28.000Z|84003|G1602|CDI|E|L 'ALHAMBRA||Temps plein||6|56|19354|84003|
2021-02-22T19:24:28.000Z|84003|K1302|CDI|E||Horaire de 10,88 Euros à 10,88 Euros sur 12 mois|Temps partiel||3|88|11456|84003|
2021-02-19T01:36:01.000Z|84003|D1401|CDI|S|ADEQUAT INTERIM|Mensuel de 1650,00 Euros à 2250,00 Euros sur 12 mois|Temps plein||5|78|11389|84003|
2021-02-19T14:04:54.000Z|84003|K1304|CDI|E|ENTREPRISE RECRUT||Temps plein||||10348|84003|
2021-02-18T16:19:26.000Z|84003|D1301|CDI|E|APTUNION INDUSTRIE||Temps plein||6|10|10297|84003|
2021-01-22T09:54:41.000Z|84003|G1603|CDI|E|BOULANGERIE DE MARIE BLACHERE|Mensuel de 1554,62 Euros sur 12 mois|Temps plein||5|47|18046|84003|
2021-03-16T09:01:06.000Z|84003|I1203|CDD|D|PISCINES ALLARD CONSTRUCTIONS||Temps plein||7|43||84003|
2021-03-15T11:11:52.000Z|84003|D1504|FRA|D|ELYSEE CONCEPT||Temps plein||9|70|14259|84003|
2021-03-15T10:21:47.000Z|84003|D1403|CCE|D|JUST FRANCE||Temps plein||5|47||84003|
2021-03-15T09:33:29.000Z|84003|F1602|CDI|E|YANN LEDOUX||Temps plein||3|43||84003|
2021-03-15T05:07:11.000Z|84003|I1305|CDD|D|||Temps plein|||||84003|
2021-03-12T09:45:05.000Z|84003|N1103|CDD|D||Horaire de 10,25 Euros|Temps plein||6|46|16277|84003|
2021-03-12T03:02:40.000Z|84003|G1503|CDI|D|||Temps plein|||||84003|
2021-03-11T16:51:55.000Z|84003|C1501|CDD|D|IMMOBILIERE DE L OLIVIER||Temps plein||5|68||84003|
2021-03-11T12:09:23.000Z|84003|H1503|CDD|E|APTUNION INDUSTRIE||Temps plein||7|10|20228|84003|
2021-03-10T14:10:33.000Z|84003|H1206|CDD|E|EUROSILICONE SAS||Temps plein||9|32|18834|84003|
2021-03-10T13:55:40.000Z|84003|K1302|CDI|D|JUNIOR & SENIOR'S SERVICES|Horaire de 10,25 Euros à 10,25 Euros sur 12 mois|Temps partiel||5|88|11255|84003|
2021-03-09T15:06:30.000Z|84003|K1205|CDD|E|MAIRIE||Temps plein||6|84|11846|84003|
2021-03-09T11:01:10.000Z|84003|M1402|CDD|D|ALTE|Mensuel de 2100 Euros sur 12 mois|Temps plein||6|72|38591|84003|
2021-03-08T07:52:20.000Z|84003|A1301|CDI|D|||Temps plein||||20179|84003|
2021-03-03T18:43:43.000Z|84003|C1504|LIB|D|IMMOBILIERE DE L OLIVIER||Temps plein||5|68|16963|84003|
2021-03-03T10:52:22.000Z|84003|H2909|MIS|D|PROMAN|Horaire de 10,25 Euros|Temps plein||1|78|10896|84003|
2021-03-01T16:20:44.000Z|84003|I1304|CDI|D|NEPTUNE RH|Mensuel de 1800 Euros à 2500 Euros sur 12 mois|Temps plein||7|78||84003|
2021-02-25T15:51:43.000Z|84003|N1101|MIS|E|SOLANO||Temps plein|||78|11679|84003|
2021-02-25T13:45:50.000Z|84003|N1101|MIS|E|Solano Emploi||Temps plein|||78|11679|84003|
2021-02-25T06:49:39.000Z|84003|G1602|CDI|D|||Temps plein||||13861|84003|
2021-02-24T11:11:09.000Z|84003|N1101|MIS|S|ADEQUAT INTERIM|Mensuel de 1555,00 Euros à 1650,00 Euros sur 12 mois|Temps plein||5|78|11679|84003|
2021-02-23T15:34:19.000Z|84003|D1401|CDI|D|BLACHERE ILLUMINATION|Annuel de 20112,00 Euros à 25000,00 Euros sur 12 mois|Temps plein||8|27|12748|84003|
2021-02-22T10:47:49.000Z|84003|K2107|CDD|D|RECTORAT D'AIX MARSEILLE|Mensuel de 1700,00 Euros à 1800,00 Euros sur 12 mois|Temps partiel||8|84||84003|
2021-02-19T01:37:25.000Z|84003|D1502|CDI|S|ADEQUAT INTERIM|Mensuel de 1650,00 Euros à 2250,00 Euros sur 12 mois|Temps plein||5|78||84003|
2021-02-17T16:11:13.000Z|84003|K1302|CDI|E|AMICIAL|Horaire de 10,25 Euros à 10,45 Euros sur 12 mois|Temps partiel||5|88|11255|84003|
2021-02-17T13:53:13.000Z|84003|J1402|FRA|D|MAIGRIR 2000||Temps plein||7|70|14172|84003|
2021-02-17T13:29:58.000Z|84003|K1304|CDI|D|PROXIDOM SERVICES|Horaire de 10,25 Euros à 10,25 Euros sur 12 mois|Temps partiel||6|88|10805|84003|
2021-02-16T15:44:44.000Z|84003|K1302|CDI|E|DOMUSVI DOMICILE APT|Horaire de 10,25 Euros à 10,45 Euros|Temps plein||6|88|11255|84003|
2021-02-16T08:14:27.000Z|84003|N1104|CDI|D|GETEX|Mensuel de 1786,00 Euros à 2000,00 Euros sur 12 mois|Temps plein||3|49|12966|84003|
2021-02-15T15:55:33.000Z|84003|G1204|CDD|D|WELLNESS FITNESS|Horaire de 11,60 Euros à 13,30 Euros sur 12 mois|Temps partiel||6|93|12677|84003|
2021-02-15T16:09:55.000Z|84003|D1103|CDI|D|||Temps plein||||11741|84003|
2021-02-12T13:57:52.000Z|84003|H1203|CDI|E|PROGRESS||Temps plein||7|22||84003|
2021-02-05T09:27:59.000Z|84003|H2903|CDI|E|LSB LA SALLE BLANCHE|Mensuel de 1900,00 Euros à 2000,00 Euros sur 12 mois|Temps plein||3|16|17282|84003|
2021-02-04T10:25:41.000Z|84003|M1503|CDI|E|ADECCO|Annuel de 36000,00 Euros à 40000,00 Euros sur 12 mois|Temps plein||9|78|18942|84003|
2021-02-02T16:41:11.000Z|84003|H2209|LIB|E|LSB LA SALLE BLANCHE||Temps plein||7|16||84003|
2021-02-02T16:06:09.000Z|84003|K2111|CDD|E||Horaire de 11,62 Euros à 11,63 Euros sur 12 mois|Temps plein||7|85|38244|84003|
2021-02-02T11:11:35.000Z|84003|K1302|CDD|D|ALLO SERVICES|Horaire de 10,5 Euros à 10,6 Euros|Temps partiel||6|94|11255|84003|
2021-01-30T02:54:07.000Z|84003|A1412|CDI|D|||Temps plein||||15170|84003|
2021-01-25T12:24:01.000Z|84003|D1102|CDI|D|BOULANGERIE DE MARIE BLACHERE|Mensuel de 1554,62 Euros sur 12 mois|Temps plein||2|47|11573|84003|
2021-01-25T09:56:47.000Z|84003|K1302|CDI|D|ADMR APT|Horaire de 10,25 Euros sur 12 mois|Temps plein||6|88|11255|84003|
2021-01-22T09:51:17.000Z|84003|D1102|CDI|D|BOULANGERIE DE MARIE BLACHERE|Mensuel de 1554,62 Euros sur 12 mois|Temps plein||2|47|11573|84003|
2021-01-20T02:59:25.000Z|84003|D1102|CDI|D|||Temps plein||||11573|84003|
2021-01-19T03:00:05.000Z|84003|C1504|LIB|D|||Temps plein||||16963|84003|
2021-01-13T12:12:54.000Z|84003|J1506|CDI|E|CENTRE TOURVILLE COALLIA||Temps plein||6|86|15555|84003|
2021-01-06T13:55:39.000Z|84003|N4101|CDI|D|TRANSPORTS MILLO GARCIN|Mensuel de 1795 Euros à 1795 Euros sur 12 mois|Temps plein||3|49|13132|84003|
2020-12-24T06:45:13.000Z|84003|A1416|CDD|D|||Temps plein||||17493|84003|
2021-03-16T08:58:42.000Z|84003|F1704|CDD|D|PISCINES ALLARD CONSTRUCTIONS|Mensuel de 1700 Euros sur 12 mois|Temps plein||1|43|16352|84003|
2021-03-15T04:51:04.000Z|84003|J1501|CDD|D|L'appel Médical||Temps plein||||10891|84003|
2021-03-12T02:58:43.000Z|84003|D1104|CDI|D|||Temps plein||||17576|84003|
2021-03-09T06:18:55.000Z|84003|J1501|CDI|D|Appel Medical||Temps plein|||86|10891|84003|
2021-03-09T06:06:58.000Z|84003|J1501|MIS|D|Appel Medical||Temps plein|||78|10891|84003|
2021-03-09T05:59:24.000Z|84003|J1501|MIS|E|Appel Médical par Randstad||Temps plein|||78|10891|84003|
2021-03-09T04:30:57.000Z|84003|J1501|CDD|D|L'appel Médical||Temps plein||||10891|84003|
2021-03-03T13:11:52.000Z|84003|D1407|CDI|E|CONSULT'ENERGIE|Mensuel de 3000,00 Euros à 10000,00 Euros sur 12 mois|Temps plein||7|47|20291|84003|
2021-03-02T12:28:05.000Z|84003|F1102|CDI|E||Annuel de 30000,00 Euros à 40000,00 Euros sur 12 mois|Temps plein||6|70||84003|
2021-02-26T03:56:15.000Z|84003|C1504|LIB|D|||Temps plein||||13464|84003|
2021-02-25T14:37:27.000Z|84003|I1304|CDI|E|CONNECTT PACA|Horaire de 12,00 Euros à 14,00 Euros sur 12 mois|Temps plein||7|78|19870|84003|
2021-02-25T06:47:12.000Z|84003|D1105|CDI|D|||Temps plein||||17862|84003|
2021-02-24T21:03:33.000Z|84003|J1501|MIS|D|ADECCO MEDICAL||Temps plein|||78|10891|84003|
2021-02-24T10:46:02.000Z|84003|M1203|CDI|E|DELTA PLUS SAS||Temps plein||7|46|15368|84003|
2021-02-22T19:07:11.000Z|84003|J1501|CDI|E|||Temps plein||||10891|84003|
2021-02-21T17:03:36.000Z|84003|C1504|LIB|D|||Temps plein||||13464|84003|
2021-02-20T08:45:40.000Z|84003|C1504|LIB|D|||Temps plein||||13464|84003|
2021-02-15T16:09:22.000Z|84003|D1104|CDI|D|||Temps plein||||12592|84003|
2021-02-09T02:52:31.000Z|84003|D1101|CDI|D|||Temps plein||||11564|84003|
2021-02-05T17:02:49.000Z|84003|J1302|CDI|D|BIOAXIOME||Temps plein||6|86||84003|
2021-02-05T09:21:13.000Z|84003|J1501|CDD|D|SSIAD CRF|Mensuel de 1568,00 Euros à 1800,00 Euros sur 13 mois|Temps plein||6|86|10891|84003|
2021-01-27T16:06:21.000Z|84003|J1501|CDD|D|Appel Medical||Temps plein|||86|10891|84003|
2021-01-19T16:10:38.000Z|84003|J1506|CDI|E|BIOAXIOME||Temps plein||6|86|38163|84003|
2021-03-16T11:51:33.000Z|84003|J1102|CDD|E|Appel Médical par Randstad||Temps plein||||15311|84003|
2021-03-15T11:11:15.000Z|84003|F1602|CDI|E|MANPOWER|Horaire de 10,5 Euros à 13 Euros sur 12 mois|Temps plein||3|78|14635|84003|
