dateCreation|lieuTravail|romeCode|typeContrat|experienceExige|entreprise|salaire|dureeTravailLibelleConverti|alternance|qualificationCode|secteurActivite|code_appellation|INSEE_COM
2021-02-02T08:42:10.000Z|34213|A1413|MIS|E|Samsic||Temps plein|||78|11717|34213|
2021-03-11T12:48:04.000Z|34213|I1304|MIS|E||Horaire de 14,37 Euros ï¿½ 14,37 Euros|Temps plein|||78|19870|34213|
2021-03-05T13:25:24.000Z|34213|K1304|CDI|E|Axeo Services Balaruc Les Bains||Temps plein|||88|14771|34213|
2021-03-02T16:46:33.000Z|34213|J1501|CDD|D|LA MESANGE   MAISON RETRAITE MEDICALISEE|Mensuel de 1620,00 Euros à 1680,00 Euros sur 12 mois|Temps plein||6|87|10893|34213|
2021-03-02T14:11:16.000Z|34213|I1502|CDD|D||Mensuel de 1600,00 Euros à 2500,00 Euros sur 12 mois|Temps plein||2|33|19466|34213|
2021-03-01T09:24:03.000Z|34213|F1105|CDD|E|SUD LABO INDUSTRIE||Temps plein||7|71|20158|34213|
2021-02-12T16:31:09.000Z|34213|D1401|CDD|D|CESAME SUP|Mensuel de 600,00 Euros à 1400,00 Euros sur 12 mois|Temps plein||5|85|12700|34213|
2021-03-02T16:43:52.000Z|34213|J1501|CDD|D|LA MESANGE   MAISON RETRAITE MEDICALISEE|Mensuel de 1618,32 Euros à 1660,00 Euros sur 12 mois|Temps plein||5|87|10891|34213|
2021-03-11T13:39:30.000Z|34213|K2105|CDD|D|Allegro Hérault|Horaire de 20,00 Euros|Temps plein|||||34213|
2021-03-09T03:30:35.000Z|34213|C1504|LIB|D|||Temps plein||||16963|34213|
2021-03-05T14:20:24.000Z|34213|J1506|CDI|D|LA MESANGE   MAISON RETRAITE MEDICALISEE|Mensuel de 2033,89 Euros à 2060,00 Euros sur 12 mois|Temps plein||6|87|38222|34213|
2021-03-03T11:19:16.000Z|34213|F1602|MIS|E|APPEL INTERIM PEZENAS|Horaire de 10,25 Euros à 13,01 Euros sur 12 mois|Temps plein||4|78|14635|34213|
2021-02-11T13:20:27.000Z|34213|F1607|CDD|D|L F B|Horaire de 10,25 Euros|Temps plein||5|43|19419|34213|
2021-02-09T05:56:54.000Z|34213|I1308|MIS|E|Randstad||Temps plein|||78|19837|34213|
