dateCreation|lieuTravail|romeCode|typeContrat|experienceExige|entreprise|salaire|dureeTravailLibelleConverti|alternance|qualificationCode|secteurActivite|code_appellation|INSEE_COM
2021-03-03T14:20:46.000Z|68226|J1301|CDD|D|ARSEA - CARAH MUNSTER|Mensuel de 1165,94 Euros à 1279,00 Euros sur 12 mois|Temps partiel||6|88|10698|68226|
2021-02-18T14:05:49.000Z|68226|G1605|CDI|D|LA TABLE DES MALKER|Mensuel de 1750,00 Euros à 1750,00 Euros sur 12 mois|Temps plein||5|56|10826|68226|
2021-02-18T11:24:50.000Z|68226|G1803|CDI|D|LA TABLE DES MALKER|Mensuel de 1800,00 Euros à 1800,00 Euros sur 12 mois|Temps plein||5|56|19430|68226|
2021-03-15T21:49:49.000Z|68226|K1302|CDI|D|ENTREPRISE RECRUT||Temps plein||||11456|68226|
2021-03-12T11:32:18.000Z|68226|K1302|CDI|D|FEDERATION ADMR ALSACE||Temps partiel||5|88|11456|68226|
2021-03-11T10:34:23.000Z|68226|B1803|CDD|D|E. P. I. SERVICES|Horaire de 10,25 Euros|Temps plein||6|96|13812|68226|
2021-03-09T15:28:14.000Z|68226|K1302|CDI|E|AIDHOM|Horaire de 10,35 Euros sur 12 mois|Temps partiel||6|88|11456|68226|
2021-02-18T13:51:59.000Z|68226|G1401|CDI|E|LA TABLE DES MALKER|Mensuel de 2300,00 Euros à 2300,00 Euros sur 12 mois|Temps plein||9|56||68226|
2021-01-26T03:07:22.000Z|68226|K1304|CDI|D|||Temps plein||||10805|68226|
2021-03-16T08:30:10.000Z|68226|F1704|MIS|D|A2P COLMAR|Horaire de 10,50 Euros à 11,50 Euros sur 12 mois|Temps plein||1|78|16357|68226|
2021-03-04T17:24:01.000Z|68226|N1103|MIS|E|SUP'INTERIM 68|Horaire de 11,40 Euros à 11,80 Euros sur 12 mois|Temps plein||1|78|16277|68226|
2021-03-01T10:25:06.000Z|68226|F1704|MIS|D|CAMO INTERIM|Horaire de 10,25 Euros à 10,50 Euros sur 12 mois|Temps partiel||1|78|16351|68226|
2021-02-25T08:29:34.000Z|68226|H2402|MIS|E|SUP'INTERIM 68|Horaire de 10,25 Euros à 10,25 Euros sur 12 mois|Temps plein||1|78||68226|
2021-01-06T14:47:20.000Z|68226|H2502|CDI|E|BLIQUE ACTIMUM||Temps plein||9|70|15658|68226|
2021-03-04T14:28:04.000Z|68226|H3404|CDI|E|SATIS TT COLMAR|Horaire de 10,25 Euros à 12,00 Euros sur 12 mois|Temps plein||6|78|17632|68226|
2021-03-04T16:17:15.000Z|68226|J1501|MIS|D|Appel Médical par Randstad||Temps plein|||78|10891|68226|
2021-03-04T11:19:31.000Z|68226|J1501|CDD|D|Appel Medical||Temps plein|||86|10891|68226|
2021-03-02T17:10:11.000Z|68226|A1203|MIS|E|ABALONE TT COLMAR|Horaire de 10,25 Euros à 12,00 Euros sur 12 mois|Temps plein||3|78||68226|
2021-02-21T16:59:59.000Z|68226|F1302|CDI|D|Gezim||Temps plein|||||68226|
2021-02-19T11:49:54.000Z|68226|F1302|MIS|E|SAMSIC INTERIM ALSACE|Mensuel de 1600,00 Euros à 2500,00 Euros sur 12 mois|Temps plein||1|78||68226|
2021-03-15T20:50:29.000Z|68226|M1203|CDI|E|Harry Hope||Temps plein||||12795|68226|
2021-03-15T14:19:59.000Z|68226|H2914|MIS|E|SATIS TT COLMAR|Horaire de 10,25 Euros à 13 Euros sur 12 mois|Temps plein||6|78|20475|68226|
2021-03-08T17:29:22.000Z|68226|F1703|MIS|E|CAMO INTERIM|Horaire de 10,50 Euros à 13,00 Euros sur 12 mois|Temps plein||3|78|16250|68226|
2021-03-04T11:04:27.000Z|68226|J1506|MIS|D|Appel Médical par Randstad||Temps plein|||78|15545|68226|
2021-03-01T10:24:06.000Z|68226|F1602|MIS|E|CAMO INTERIM|Horaire de 11,00 Euros à 13,00 Euros sur 12 mois|Temps plein||4|78|14643|68226|
