type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS;DEP
pr;a;l;1;84;;4;579;;;0;1;0;1;0;;43.94908;2.15096;0;0.0;;;;0;;;1.0;0.0;;False;;False;;;Gaz;;Individuel;a;n;a;2020-04;81004;0602;810040602;H;81
pr;a;l;1;69;;3;450;;;0;0;0;1;E;269;43.60024;2.25461;0;0.0;;;;0;C;;;;;;;;;;;;Individuel;a;n;a;2020-04;81065;0401;810650401;H;81
pr;a;l;0;85;;4;570;;;0;0;0;1;0;;43.60024;2.25461;0;1.0;;;;0;;;;;;;;;;;;;Individuel;a;n;a;2020-04;81065;0401;810650401;H;81
pr;a;l;0;45;;2;380;;;0;0;0;1;F;344.0;43.6046;2.24809;0;4.0;;;;0;C;;;;;False;;False;;;Électrique;Convecteur;;a;n;a;2020-04;81065;0401;810650401;H;81
pr;a;l;0;40;;2;438;;;0;0;0;0;E;245.0;43.92726;2.12966;0;;;1.0;False;0;C;;;;False;False;;False;;;;;;a;n;a;2020-04;81004;0501;810040501;H;81
pr;a;l;2;45;;2;418;;;0;0;1;0;E;241.0;43.92791;2.15177;0;0.0;;;;0;C;;1.0;0.0;;False;;False;;;Électrique;Convecteur;Individuel;a;n;a;2020-04;81004;0102;810040102;H;81
pr;a;l;2;42;;2;464;;;0;0;1;0;E;;43.93524;2.2035;0;2.0;;0.0;;0;C;;;1.0;;;;False;;;Électrique;Convecteur;Individuel;a;n;a;2020-04;81257;0102;812570102;H;81
pr;a;l;7;37;;2;396;;;0;0;0;1;F;345;43.60164;2.24088;0;10.0;;;;0;C;;;;;;;True;;;;;Individuel;a;n;a;2020-04;81065;0501;810650501;H;81
pr;a;l;3;24;;1;314;;;0;0;0;1;G;619.0;43.94157;2.14961;0;0.0;;;;0;E;;1.0;0.0;;False;;True;;;Électrique;Convecteur;Individuel;a;n;a;2020-04;81004;0702;810040702;H;81
pr;a;l;2;36;;2;440;;;0;0;1;1;VI;;43.92732;2.14593;0;;;;;0;A;;;;;False;;False;;;Électrique;;Individuel;a;n;a;2020-04;81004;0101;810040101;H;81
pr;m;l;0;92;;4;780;;;0;0;0;0;C;;43.9257;2.14746;0;;;0.0;;0;;;;;;;;;;;;;;a;n;m;2020-04;81004;0101;810040101;H;81
pr;a;l;1;55;;3;520;;;0;1;0;1;E;233;43.97872;2.14404;0;1.0;;2.0;;0;C;;;0.0;;;;False;;;Électrique;Convecteur;Individuel;a;n;a;2020-04;81048;0000;810480000;Z;81
pr;a;l;0;100;;3;795;;;0;0;0;0;VI;;43.92436;2.14453;0;2.0;;;;0;G;;;;;;;;;;;;;a;n;a;2020-04;81004;0202;810040202;H;81
pr;a;l;0;57;;3;565;;;0;0;0;1;D;166.0;43.91724;2.13362;0;1.0;;;;sud-est;B;;;;;True;;True;;;Électrique;Convecteur;;a;n;a;2020-04;81004;0401;810040401;H;81
pr;a;l;0;31;;2;400;;;0;0;0;0;0;;43.92382;2.15378;Non;;;;;0;;;;;;;;;;;;;;a;;a;2020-04;81004;0303;810040303;H;81
pr;a;l;0;110;;5;1200;;;0;0;0;0;C;91;43.59364;2.24227;Non;;;;;0;C;;;;;;;;;;;;;a;;a;2020-04;81065;0404;810650404;H;81
pr;a;l;1;30;;2;394;;;0;0;1;0;D;168;43.91991;2.13991;0;4.0;;;;0;B;;;;;;;True;;;;;;a;n;a;2020-04;81004;0301;810040301;H;81
pr;m;l;0;64;;3;485;;;0;0;1;1;E;242;43.8893;1.90979;0;;;;;0;C;;;;;;;;;;Électrique;;;a;n;m;2020-04;81038;0000;810380000;Z;81
pr;a;l;0;40;;1;400;;;0;0;0;1;NS;;43.9067;1.89457;0;;;;;0;;;;;;;;;;;Électrique;Climatisation révérsible;;a;n;a;2020-04;81099;0105;810990105;H;81
