type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS;DEP
pr;a;l;1;42;;2;470;;;0;1;0;1;D;224.0;43.84139;1.2389;0;1.0;;2.0;False;0;B;2004.0;1.0;;;;;;;;Électrique;Radiateur;Individuel;a;n;a;2020-04;82190;0000;821900000;Z;82
pr;m;l;0;81;288.0;4;745;;;0;0;0;1;D;228;44.02285;1.37137;0;1.0;;;;0;E;;1.0;;;;;;;;Gaz;Radiateur;Individuel;a;n;m;2020-04;82121;0402;821210402;H;82
pr;a;l;0;56;;3;581;;;0;0;0;0;F;359.0;44.07075;1.51135;0;;;1.0;False;0;C;;;;;;;False;;;Électrique;;;a;n;a;2020-04;82134;0000;821340000;Z;82
pr;a;l;0;56;;3;500;;;0;0;0;0;F;359;44.07543;1.52196;Non;;;;;0;C;;;;;;;;;;;;;a;;a;2020-04;82134;0000;821340000;Z;82
pr;a;l;1;39;;2;450;;;0;0;0;1;0;;44.02048;1.35567;0;2.0;;;;0;;;;;;;;;;;;;Individuel;a;n;a;2020-04;82121;0102;821210102;H;82
pr;a;l;0;66;;3;635;;;0;0;0;1;D;207.0;44.02152;1.35574;0;3.0;;1.0;;0;B;;;;;True;;True;;;Électrique;;;a;n;a;2020-04;82121;0102;821210102;H;82
pr;a;l;1;51;;2;473;;;0;1;0;1;D;169.0;44.02152;1.35574;0;3.0;;1.0;;0;B;;;;;True;;True;;;Électrique;;;a;n;a;2020-04;82121;0102;821210102;H;82
pr;a;l;2;71;;3;690;;;0;1;0;1;D;171;44.02152;1.35574;0;;;;;0;B;;;;;True;;True;;;Électrique;Convecteur;;a;n;a;2020-04;82121;0102;821210102;H;82
pr;a;l;0;58;;3;498;;;0;0;0;1;D;201;44.00904;1.29146;0;2.0;;1.0;;0;B;;1.0;1.0;;True;;False;;;Électrique;;Individuel;a;n;a;2020-04;82124;0000;821240000;Z;82
pr;a;l;0;56;;3;570;;;0;0;0;1;D;180;44.01809;1.36229;0;2.0;;1.0;;0;B;2011.0;;;;;;;;;;;Individuel;a;n;a;2020-04;82121;0104;821210104;H;82
pr;a;l;0;24;;1;385;;;0;1;1;0;E;308.0;44.01808;1.36092;0;;;1.0;;0;C;1990.0;1.0;;;;;False;;;;;Individuel;a;n;a;2020-04;82121;0104;821210104;H;82
pr;a;l;1;97;;4;623;;;0;1;0;1;E;313.0;43.82681;1.29733;0;1.0;;;False;0;C;1900.0;1.0;;;;;;;;Électrique;Radiateur;Individuel;a;n;a;2020-04;82075;0000;820750000;Z;82
pr;a;l;2;35;;2;403;;;0;1;0;1;D;213.0;44.02832;1.33208;0;1.0;;;;Est;B;;;;;True;;False;;;Électrique;;;a;n;a;2020-04;82121;0701;821210701;H;82
pr;m;l;0;123;;5;678;;;0;0;1;1;B;84;44.00994;1.38235;0;1.0;;1.0;;0;C;;;;;True;;;;;Gaz;;Individuel;a;n;m;2020-04;82121;0405;821210405;H;82
pr;m;l;0;105;;4;630;;;0;0;1;1;C;92.8;44.00994;1.38235;0;2.0;;1.0;True;sud-est;D;;;;;True;;;;;Gaz;;Individuel;a;n;m;2020-04;82121;0405;821210405;H;82
pr;a;l;1;64;;3;535;;;0;1;0;1;D;172;43.94123;1.3722;0;3.0;;1.0;True;0;B;;;;;False;;False;;;Électrique;;Individuel;a;n;a;2020-04;82044;0000;820440000;Z;82
pr;a;l;0;22;;1;320;;;0;0;0;1;E;317.0;44.03069;1.34688;0;;;;;0;C;;;;;;;;;;;;Individuel;a;n;a;2020-04;82121;0302;821210302;H;82
pr;a;l;0;16;;1;298;;;0;0;1;0;E;329.0;44.03133;1.34667;0;;;;;0;D;1960.0;1.0;;;;;;;;;;Individuel;a;n;a;2020-04;82121;0302;821210302;H;82
pr;a;l;2;21;;1;330;;;0;0;1;0;0;;44.01682;1.35491;0;3.0;;;;0;;;;;;False;;False;;;Électrique;Convecteur;;a;n;a;2020-04;82121;0101;821210101;H;82
pr;a;l;0;36;;2;418;;;0;0;0;0;D;192;44.16113;1.54832;0;;;1.0;False;0;B;;;;;;;False;;;Électrique;;;a;n;a;2020-04;82037;0102;820370102;H;82
pr;a;l;0;80;;2;500;;;0;0;1;0;VI;;44.1629;1.53743;0;;;;;0;VI;;1.0;;;;;;;;Électrique;;Individuel;a;n;a;2020-03;82037;0101;820370101;H;82
pr;a;l;0;97;;4;640;;;0;0;0;1;B;57.0;44.16063;1.53549;0;;;;;0;A;2014.0;1.0;;;;;;;;Électrique;;Individuel;a;n;a;2020-03;82037;0101;820370101;H;82
pr;a;l;2;48;;2;480;;;0;0;0;1;C;137;44.01619;1.37549;0;4.0;;1.0;;0;D;;;;;;;;;;;;Individuel;a;n;a;2020-03;82121;0403;821210403;H;82
pr;a;l;0;36;;1;500;;;0;0;0;0;0;;44.01814;1.35167;Oui;;;;;0;;;;;;;;;;;;;;a;n;a;2020-03;82121;0101;821210101;H;82
pr;a;l;3;34;;2;336;;;0;0;0;1;E;279.0;44.01726;1.35377;0;4.0;;;;0;E;;;;;False;;False;;;Gaz;;;a;n;a;2020-03;82121;0101;821210101;H;82
pr;a;l;1;59;;2;459;;;0;0;0;1;G;520.0;44.01832;1.35413;0;4.0;;;;Ouest;D;;;;;False;;False;;;Électrique;;;a;n;a;2020-03;82121;0101;821210101;H;82
pr;a;l;0;52;;2;510;;;0;0;1;0;D;;44.01694;1.35842;0;2.0;;;;0;E;1900.0;1.0;;;;;False;;;;;Individuel;a;n;a;2020-03;82121;0101;821210101;H;82
pr;a;l;0;85;;3;687;;;0;0;0;1;VI;;44.01775;1.35623;0;;;;;0;G;;;;;;;True;;;Gaz;Radiateur;Individuel;a;n;a;2020-03;82121;0101;821210101;H;82
pr;a;l;0;60;;3;560;;;0;0;0;0;F;348.0;44.01696;1.35729;0;7.0;;;;0;C;1977.0;;;;;;True;;;;;Individuel;a;n;a;2020-03;82121;0101;821210101;H;82
pr;a;l;0;50;;3;500;;;0;1;1;0;VI;;44.01708;1.35635;0;3.0;;;;0;NS;;1.0;;;False;;;;;;;Individuel;a;n;a;2020-03;82121;0101;821210101;H;82
pr;a;l;2;41;;1;360;;;0;0;1;1;0;;44.01726;1.35377;0;4.0;;;;0;;;;;;False;;False;;;Électrique;;Collectif;a;n;a;2020-03;82121;0101;821210101;H;82
pr;a;l;1;18;;1;390;;;0;0;1;0;VI;;44.01655;1.35354;0;3.0;;0.0;;0;VI;;;0.0;;;;False;;;Électrique;Radiateur;Individuel;a;n;a;2020-03;82121;0101;821210101;H;82
pr;a;l;0;51;;2;436;;;0;0;0;1;VI;;44.01846;1.35531;0;2.0;;;;0;A;;;;;False;;False;;;Électrique;Convecteur;;a;n;a;2020-03;82121;0101;821210101;H;82
pr;a;l;0;92;;3;525;;;0;0;0;1;D;172;44.01788;1.35277;0;3.0;;;;0;E;1975.0;;;;;;;;;Gaz;;;a;n;a;2020-03;82121;0101;821210101;H;82
pr;a;l;0;67;;3;607;;;0;0;0;0;E;240.0;44.01801;1.35614;0;6.0;;;;0;C;;;;;;;;;;;;;a;n;a;2020-03;82121;0101;821210101;H;82
pr;a;l;0;47;;2;430;;;0;0;0;1;D;223.0;44.15131;1.53711;0;2.0;;1.0;;0;B;;;;;;;;;;;;Individuel;a;n;a;2020-03;82037;0102;820370102;H;82
pr;a;l;0;46;;2;440;;;0;0;0;1;D;195.0;44.16086;1.54956;0;1.0;;;;0;B;;1.0;;;;;;;;Électrique;Radiateur;Individuel;a;n;a;2020-03;82037;0102;820370102;H;82
pr;a;l;0;37;;2;380;;;0;0;0;1;E;288.0;44.16143;1.54902;0;1.0;;;;0;C;2005.0;1.0;;;;;False;;;Électrique;;Individuel;a;n;a;2020-03;82037;0102;820370102;H;82
pr;a;l;0;43;;2;400;;;0;0;0;0;E;231;44.02827;1.33531;Non;;;;;0;C;;;;;;;;;;;;;a;n;a;2020-03;82121;0701;821210701;H;82
pr;m;l;0;80;;4;800;;;0;0;0;0;D;227;44.03442;1.34353;Non;;;;;0;C;;;;;;;;;;;;;a;n;m;2020-03;82121;0701;821210701;H;82
pr;m;l;0;85;1000.0;4;710;;;0;0;0;1;D;203;44.04952;1.36553;0;;;;;0;B;;1.0;;;;;;;;;;Individuel;a;n;m;2020-03;82121;0701;821210701;H;82
pr;a;l;0;43;;2;481;;;0;0;0;1;E;236.0;44.02844;1.33168;0;2.0;;1.0;;0;B;2003.0;;;;;;False;;;;;Individuel;a;n;a;2020-03;82121;0701;821210701;H;82
pr;a;l;1;43;;2;446;;;0;1;0;1;D;201.95;44.02832;1.33208;0;3.0;;1.0;;0;B;;;;;True;;False;;;Électrique;Convecteur;;a;n;a;2020-03;82121;0701;821210701;H;82
pr;a;l;0;43;;2;426;;;0;0;0;0;E;231;44.02821;1.33472;0;;;1.0;False;0;C;;;;;;;False;;;Électrique;;;a;n;a;2020-03;82121;0701;821210701;H;82
pr;m;l;0;110;1500.0;5;870;;;0;0;1;1;D;196;44.03863;1.31473;0;;;;True;0;D;1950.0;1.0;;;;;;;;Gaz;Radiateur;Individuel;a;n;m;2020-03;82121;0701;821210701;H;82
pr;m;l;0;74;385.0;4;837;;;0;0;1;0;A;42;44.03768;1.35181;0;;;;;0;A;2016.0;1.0;;;;;;;;;;Individuel;a;n;m;2020-03;82121;0701;821210701;H;82
pr;a;l;0;55;;3;500;;;0;0;0;0;D;173;43.94708;1.23695;Non;;;;;0;B;;;;;;;;;;;;;a;n;a;2020-03;82125;0000;821250000;Z;82
pr;a;l;0;37;;2;390;;;0;0;1;0;VI;;43.95494;1.22886;0;;;;;0;G;;1.0;;;False;;False;;;Électrique;Radiateur;Individuel;a;n;a;2020-03;82125;0000;821250000;Z;82
pr;m;l;0;90;100.0;4;710;;;0;0;0;1;VI;;43.958;1.21926;0;;;;;0;VI;2007.0;2.0;1.0;;;;;;;Électrique;Radiateur;Individuel;a;n;m;2020-03;82125;0000;821250000;Z;82
pr;a;l;0;55;;3;555;;;0;0;0;0;D;173;43.94618;1.23508;0;;;1.0;False;0;B;;;;;;;False;;;Électrique;;;a;n;a;2020-03;82125;0000;821250000;Z;82
pr;m;l;0;150;;5;930;;;0;0;1;1;D;210;44.00683;1.35977;0;1.0;;;;0;C;1950.0;2.0;1.0;;;;;;;;;Individuel;a;n;m;2020-03;82121;0501;821210501;H;82
pr;a;l;0;42;;2;450;;;0;0;0;0;D;;43.8629;1.26984;0;;;;;0;B;1950.0;;;;;;;;;;;;a;n;a;2020-03;82048;0000;820480000;Z;82
