type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS;DEP
pr;a;l;0;17;;1;295;;;0;1;0;0;G;567;46.67002;-1.44468;0;4.0;;1.0;False;0;D;;;;False;False;;False;;;Électrique;;Individuel;a;n;a;2020-04;85191;0802;851910802;H;85
pr;a;l;2;36;;2;480;;;0;0;0;0;D;220;46.67252;-1.42254;0;3.0;;1.0;False;0;B;;;;False;False;;True;;;Électrique;;Individuel;a;n;a;2020-04;85191;0101;851910101;H;85
pr;a;l;2;28;;2;378;;;0;0;1;0;0;;46.67045;-1.4225;0;;;;;0;;;;;;False;;False;;;;;;a;n;a;2020-04;85191;0102;851910102;H;85
pr;a;l;2;35;;2;370;;;0;0;1;0;E;266;46.6614;-1.42601;0;4.0;;;;0;C;;;;;False;;True;;;Électrique;Convecteur;;a;n;a;2020-04;85191;0502;851910502;H;85
pr;a;l;1;30;;1;458;;;0;0;0;0;E;310;46.67414;-1.42332;0;2.0;;;False;0;C;1990.0;;;False;False;;False;;;Électrique;;Individuel;a;n;a;2020-04;85191;0101;851910101;H;85
pr;a;l;4;73;;3;610;;;0;0;1;0;A;30;46.65587;-1.43667;0;7.0;;1.0;;Est;B;;1.0;;;;;True;;;Gaz;;Individuel;a;n;a;2020-04;85191;0601;851910601;H;85
pr;m;l;0;152;;5;775;;;0;0;2;0;C;117;46.44849;-1.15581;0;2.0;;1.0;;0;A;;;;;False;;;;;;Pompe à chaleur;;a;n;m;2020-04;85128;0102;851280102;H;85
pr;a;l;0;59;;2;450;;;0;0;0;0;VI;;46.67102;-1.42597;0;2.0;;;;0;VI;;;;;;;;;;;;;a;n;a;2020-04;85191;0103;851910103;H;85
pr;a;l;1;54;;2;414;;;0;1;0;1;D;221;46.7722;-0.82377;0;;;1.0;;0;C;;;0.0;;;;False;;;Électrique;Convecteur;Individuel;a;n;a;2020-04;85182;0102;851820102;H;85
pr;a;l;2;54;;3;530;;;0;0;0;1;E;306;46.79694;-2.04528;0;2.0;;1.0;;0;C;1984.0;;;;;;False;;;Électrique;;Individuel;a;n;a;2020-04;85234;0102;852340102;H;85
pr;a;l;0;60;;3;500;;;0;0;0;0;B;69;46.56241;-1.78066;Non;;;;;0;C;;;;;;;;;;;;;a;;a;2020-04;85112;0000;851120000;Z;85
pr;a;l;1;20;;1;250;;;0;0;1;0;VI;;46.87173;-1.01271;0;2.0;;0.0;;0;VI;;;0.0;;;;False;;;Gaz;Radiateur;Collectif;a;n;a;2020-04;85109;0104;851090104;H;85
pr;a;l;0;48;;2;504;;;0;1;1;0;D;154;46.8814;-1.01367;0;3.0;;2.0;;0;B;2009.0;;0.0;;;;True;;;Électrique;Convecteur;Individuel;a;n;a;2020-04;85109;0104;851090104;H;85
pr;a;l;4;68;;4;591;;;0;0;1;0;D;205;46.66419;-1.43504;0;4.0;;;True;0;E;;;;;False;;False;;;;;;a;n;a;2020-04;85191;0501;851910501;H;85
