type_annonceur;typedebien;typedetransaction;codepostal;codeinsee;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS;DEP
pr;m;v;59780;;0;108;;5;356900;;;0;0;0;0;0;;50.61517;3.23849;Non;;;;;0;;;;;;;;;;;;;;ca;;m;2020-04;59044;0000;590440000;Z;59
pr;a;l;59000;;0;39;;2;500;;;0;0;0;0;D;193;50.63715;3.07257;Non;;;;;0;E;;;;;;;;;;;;;a;;a;2020-04;59350;0106;593500106;A;59
pr;a;v;59500;;0;73;;4;60000;;;267;0;0;0;D;171;50.37439;3.08803;Oui;;;;;0;D;;;;;;;;;;;;;a;;a;2020-04;59178;0102;591780102;H;59
pr;a;l;59800;;0;100;;4;500;;;0;0;0;0;D;;50.64558;3.06127;Non;;;;;0;D;;;;;;;;;;;;;a;;a;2020-04;59350;0205;593500205;H;59
pr;a;l;59320;;0;48;;2;600;;;0;0;0;0;0;;50.60953;2.98474;Non;;;;;0;;;;;;;;;;;;;;a;;a;2020-04;59286;0202;592860202;H;59
pr;a;v;59200;;0;81;;4;160000;;;693;0;0;0;B;;50.72215;3.15147;Non;;;;;0;;;;;;;;;;;;;;a;;a;2020-04;59599;0901;595990901;H;59
pr;a;v;59200;;0;63;;3;130000;;;570;0;0;0;B;;50.72215;3.15147;Non;;;;;0;;;;;;;;;;;;;;a;;a;2020-04;59599;0901;595990901;H;59
pr;m;l;59350;;0;193;;5;1500;;;0;0;0;0;E;254;50.66188;3.05486;Non;;;;;0;D;;;;;;;;;;;;;a;;m;2020-04;59527;0105;595270105;H;59
pr;a;v;59000;;0;82;;4;430000;;;0;0;0;0;0;;50.65;3.09054;Non;;;;;0;;;;;;;;;;;;;;ca;;a;2020-04;59350;0902;593500902;H;59
pr;mn;v;59247;;0;75;374.0;5;157800;113800.0;44000.0;0;0;0;0;0;;50.2667;3.21511;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;59224;0000;592240000;Z;59
