type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS;DEP;loyer_m2_median_n6;nb_log_n6;taux_rendement_n6;loyer_m2_median_n7;nb_log_n7;taux_rendement_n7;prix_m2_vente
pr;m;v;0;150;439.0;10;199720;;;0;0;0;2;E;271;51.0302;2.30414;Non;2.0;;;True;0;C;;3.0;;;;;;;;Électrique;;;a;n;m;2020-04;59183;2001;591832001;H;59;;;;;;;1331.47
pr;m;v;0;150;224.0;10;124800;;;0;0;0;1;E;271;51.0319;2.30367;Non;2.0;;;True;0;C;;3.0;;;;;;;;Électrique;;;a;n;m;2020-04;59183;2001;591832001;H;59;;;;;;;832.0
pr;m;v;0;107;;5;438000;;;0;0;0;0;0;;50.66891;3.14331;Non;;;;;0;;;;;;;;;;;;;;ca;;m;2020-04;59009;0101;590090101;H;59;;;;12.86;2.0;0.038;4093.46
pr;an;v;0;63;;3;252900;;;0;0;0;0;0;;50.61372;3.00975;0;;True;1.0;True;0;;;;;;;;;;;;;;ca;o;a;2020-04;59360;0103;593600103;H;59;12.62;6.0;0.038;11.75;39.0;0.035;4014.29
pr;a;v;0;66;;3;204229;;;0;0;0;1;A;;50.61919;3.00603;Non;;;;;0;;;1.0;;;;;;;;;;;a;n;a;2020-04;59360;0103;593600103;H;59;12.62;6.0;0.049;11.75;39.0;0.046;3094.38
pr;a;v;0;67;;3;266000;;;0;0;0;1;A;;50.61919;3.00603;Non;;;;;0;;;1.0;;;;;;;;;;;a;n;a;2020-04;59360;0103;593600103;H;59;12.62;6.0;0.038;11.75;39.0;0.036;3970.15
pr;a;v;0;42;;2;165000;;;0;0;0;0;0;;50.6138;3.00986;Non;;;;;0;;;;;;;;;;;;;;ca;;a;2020-04;59360;0103;593600103;H;59;13.64;7.0;0.042;13.57;39.0;0.041;3928.57
pr;m;v;0;87;768.0;4;198000;;;0;0;0;1;0;;50.3081;3.12508;0;;;;;0;;;;;;;;;;;;;;cm;o;m;2020-04;59126;0000;591260000;Z;59;;;;;;;2275.86
pr;mn;v;0;88;578.0;4;195000;135500.0;59500.0;0;0;0;0;0;;50.30948;3.12165;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;59126;0000;591260000;Z;59;;;;;;;2215.91
pr;a;v;0;66;;3;248000;;;0;0;0;1;A;;50.59013;3.10047;Non;;;;;0;;;1.0;;;;;;;;;;;a;n;a;2020-04;59343;0105;593430105;H;59;12.55;5.0;0.04;12.54;6.0;0.04;3757.58
pr;m;v;0;78;;3;256000;;;0;0;0;0;0;;50.63102;3.11248;Non;;;;;0;;;;;;;;;;;;;;ca;;m;2020-04;59350;2602;593502602;H;59;;;;13.1;24.0;0.048;3282.05
pr;an;v;0;39;;2;117500;;;0;0;0;0;0;;50.70664;3.16493;0;;;;;0;;;;;;;;;28.0;;;;;ca;o;a;2020-04;59512;0203;595120203;H;59;;;;12.72;77.0;0.051;3012.82
pr;a;v;0;48;;2;69120;;;0;0;0;0;E;;50.36072;3.53306;Non;;;;;0;C;;;;;;;;;;;;;a;n;a;2020-04;59606;0602;596060602;H;59;11.92;9.0;0.099;11.88;154.0;0.099;1440.0
pr;mn;v;0;126;500.0;6;192100;155000.0;37100.0;0;0;2;0;0;;50.35946;3.51276;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;59606;0202;596060202;H;59;;;;;;;1524.6
pr;m;v;0;84;;4;259000;;;0;0;0;0;0;;50.76394;3.01658;Non;;;;;0;;;;;;;;;;;;;;ca;;m;2020-04;59152;0202;591520202;H;59;;;;12.69;1.0;0.049;3083.33
pr;an;v;0;104;;4;343000;;;0;0;0;0;0;;50.58947;3.11678;0;;;;;0;;;;;;;;;;;;;;ca;o;a;2020-04;59343;0101;593430101;H;59;9.48;1.0;0.034;11.52;3.0;0.042;3298.08
pr;m;v;0;69;;4;107200;;;0;0;1;0;0;;50.17575;3.24082;Non;;;0.0;;0;;;0.0;0.0;;;;;;;Gaz;Radiateur;Individuel;a;n;m;2020-04;59122;0108;591220108;H;59;6.9;2.0;0.053;8.07;8.0;0.062;1553.62
pr;mn;v;0;90;760.0;5;194000;139000.0;55000.0;0;0;0;0;0;;50.17474;3.23708;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;59122;0108;591220108;H;59;;;;6.67;1.0;0.037;2155.56
pr;m;v;0;83;;4;263000;;;0;0;0;0;0;;50.76394;3.01658;Non;;;;;0;;;;;;;;;;;;;;ca;;m;2020-04;59152;0202;591520202;H;59;;;;12.69;1.0;0.048;3168.67
pr;m;v;0;95;234.0;4;198900;;;0;0;0;1;F;354.0;50.96724;2.43668;Oui;;;4.0;;0;F;;;;;;;;;;;;Individuel;a;n;m;2020-04;59067;0000;590670000;Z;59;;;;;;;2093.68
pr;mn;v;0;85;408.0;6;194500;135000.0;59500.0;0;0;0;0;0;;50.45614;3.02911;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;59452;0101;594520101;H;59;;;;;;;2288.24
pr;mn;v;0;82;408.0;5;170000;110500.0;59500.0;0;0;0;0;0;;50.45614;3.02911;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;59452;0101;594520101;H;59;;;;;;;2073.17
pr;m;v;0;87;516.0;4;173000;;;0;0;0;1;0;;50.38879;3.16901;0;;;;;0;;;;;;;;;;;;;;cm;o;m;2020-04;59327;0102;593270102;H;59;;;;;;;1988.51
pr;a;v;0;57;;3;357100;;;0;0;0;1;A;;50.67669;3.06089;Non;;;;;0;;;1.0;;;;;;;;;;;a;n;a;2020-04;59386;0104;593860104;H;59;;;;11.51;7.0;0.022;6264.91
pr;m;v;0;85;;7;59500;;;0;0;0;1;VI;;50.13145;3.42082;Non;3.0;;;False;Sud-Est-Ouest;VI;;;;;;;;;;;;;a;n;m;2020-04;59139;0102;591390102;H;59;;;;;;;700.0
pr;an;v;0;59;;3;198500;;;0;0;0;0;0;;51.04586;2.40842;0;;;;;0;;;;;;;;;0.0;;;;;ca;o;a;2020-04;59183;0702;591830702;H;59;11.11;1.0;0.04;9.73;41.0;0.035;3364.41
pr;m;v;0;37;37.0;3;50000;;;0;0;1;1;0;;50.36318;3.51905;Non;;;;True;0;;;1.0;;;;;;;;Électrique;;Individuel;a;n;m;2020-04;59606;0403;596060403;H;59;;;;8.03;3.0;0.071;1351.35
pr;an;v;0;44;;2;167000;;;0;0;0;0;0;;50.3608;3.51723;0;;True;1.0;False;0;;;;;;;;;;;;;;ca;o;a;2020-04;59606;0403;596060403;H;59;11.54;28.0;0.036;11.88;154.0;0.038;3795.45
pr;m;v;0;135;132.0;8;147000;;;0;0;0;0;C;116.0;49.98755;4.09755;Oui;;;;;0;D;;;;;False;;;;;;;;m;n;m;2020-04;59012;0000;590120000;Z;59;;;;;;;1088.89
pr;m;v;0;126;;6;269000;;;0;0;0;0;0;;50.50964;2.89717;Non;;;;;0;;;;;;;;;;;;;;ca;;m;2020-04;59052;0102;590520102;H;59;;;;;;;2134.92
pr;m;v;0;82;;4;208000;;;0;0;0;0;0;;50.51156;2.90086;Non;;;;;0;;;;;;;;;;;;;;ca;;m;2020-04;59052;0102;590520102;H;59;;;;;;;2536.59
pr;a;v;0;70;;4;219000;;;0;1;0;0;D;223.0;50.64457;3.0866;Oui;6.0;;;True;0;E;1970.0;;;;False;;True;83.0;3100.0;Gaz;Radiateur;Collectif;m;n;a;2020-04;59350;0905;593500905;H;59;;;;12.64;193.0;0.048;3128.57
pr;mn;v;0;60;400.0;4;153200;99200.0;54000.0;0;0;0;0;0;;50.36625;3.29972;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;59227;0102;592270102;H;59;;;;;;;2553.33
pr;a;v;0;41;;2;177100;;;0;0;0;0;0;;50.69998;3.16034;Non;;;;;0;;;;;;;;;;;;;;ca;;a;2020-04;59512;0102;595120102;H;59;18.14;5.0;0.05;12.72;77.0;0.035;4319.51
pr;a;v;0;68;;3;235800;;;0;0;0;0;0;;50.69998;3.16034;Non;;;;;0;;;;;;;;;;;;;;ca;;a;2020-04;59512;0102;595120102;H;59;11.38;8.0;0.039;11.31;62.0;0.039;3467.65
pr;mn;v;0;75;400.0;5;170500;116500.0;54000.0;0;0;0;0;0;;50.36625;3.29972;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;59227;0102;592270102;H;59;5.89;1.0;0.031;5.89;1.0;0.031;2273.33
