type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS;DEP;loyer_m2_median_n6;nb_log_n6;taux_rendement_n6;loyer_m2_median_n7;nb_log_n7;taux_rendement_n7;prix_m2_vente
pr;m;v;0;97;;4;829689;;;0;0;0;0;0;;48.90678;2.33578;Non;;;;;0;;;;;;;;;;;;;;ca;;m;2020-04;93070;0106;930700106;H;93;;;;;;;8553.49
pr;a;v;0;102;;5;760000;;;3161;0;0;0;0;;48.9124;2.33146;Non;;;;;0;;;;;;;;;;;;;;a;;a;2020-04;93070;0109;930700109;H;93;;;;16.45;1.0;0.026;7450.98
pr;a;v;0;84;;4;510000;;;2135;0;0;0;0;;48.9124;2.33146;Non;;;;;0;;;;;;;;;;;;;;a;;a;2020-04;93070;0109;930700109;H;93;16.68;10.0;0.033;18.41;15.0;0.036;6071.43
pr;a;v;0;63;;3;530000;;;2218;0;0;0;B;51;48.9124;2.33146;Non;;;;;0;;;;;;;;;;;;;;a;;a;2020-04;93070;0109;930700109;H;93;19.1;18.0;0.027;19.8;60.0;0.028;8412.7
pr;m;v;0;220;140.0;7;969000;;;0;0;0;3;C;140;48.87289;2.41602;Non;;;2.0;;0;E;;;;;;;;;;;;Individuel;a;n;m;2020-04;93006;0107;930060107;H;93;;;;5.83;1.0;0.016;4404.55
pr;m;v;0;241;290.0;5;968000;;;0;0;0;2;E;300;48.87475;2.41591;Non;;;2.0;;0;G;;;;;;;;;;;;Individuel;a;n;m;2020-04;93006;0107;930060107;H;93;;;;17.21;3.0;0.051;4016.6
pr;an;v;0;82;;4;484750;;;0;0;0;0;0;;48.91494;2.33041;0;;;;;0;;;;;;;;;;;;;;ca;o;a;2020-04;93070;0109;930700109;H;93;16.68;10.0;0.034;18.41;15.0;0.037;5911.59
pr;a;v;0;32;;1;282000;;;0;0;0;1;VI;;48.91254;2.33054;Non;2.0;;;False;0;;;1.0;;;;;;;;Électrique;Radiateur;Individuel;a;n;a;2020-04;93070;0109;930700109;H;93;23.78;3.0;0.032;30.33;33.0;0.041;8812.5
pr;a;v;0;46;;2;317600;;;0;0;0;0;0;;48.91546;2.32297;Non;;;;;0;;;;;;;;;;;;;;ca;;a;2020-04;93070;0109;930700109;H;93;19.15;12.0;0.033;22.22;101.0;0.039;6904.35
pr;mn;v;0;100;370.0;5;421315;;;0;0;1;0;0;;48.92132;2.4487;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;93029;0603;930290603;H;93;;;;;;;4213.15
pr;an;v;0;69;;3;270500;;;0;0;0;0;0;;48.9203;2.45014;0;;True;1.0;False;0;;;;;;;;;;;;;;ca;o;a;2020-04;93029;0603;930290603;H;93;21.29;2.0;0.065;16.68;19.0;0.051;3920.29
pr;a;v;4;46;;2;209289;;;0;0;0;1;A;;48.92657;2.37785;Non;7.0;;;;sud-est;A;;;;;False;;True;95.0;1150.0;Gaz;;Individuel;m;n;a;2020-04;93027;0111;930270111;H;93;14.02;3.0;0.037;21.0;15.0;0.055;4549.76
pr;m;v;0;136;596.0;5;499000;;;0;0;0;1;F;389;48.87112;2.49746;Oui;;;4.0;;0;G;;;;;;;;;;;;Individuel;a;n;m;2020-04;93064;0107;930640107;H;93;;;;18.93;1.0;0.062;3669.12
pr;a;v;0;41;;2;220000;;;949;0;0;0;D;192;48.84441;2.55324;Oui;;;;;0;B;;;;;;;;268.0;;;;;a;;a;2020-04;93051;0106;930510106;H;93;19.02;18.0;0.043;18.92;136.0;0.042;5365.85
pr;m;v;0;65;440.0;4;381000;;;0;1;1;0;D;230;48.84456;2.5591;Oui;;;2.0;;0;;1970.0;;0.0;;;;;;;Fioul;;;a;n;m;2020-04;93051;0106;930510106;H;93;9.04;1.0;0.019;14.0;7.0;0.029;5861.54
pr;a;v;0;53;;3;297000;;;0;0;0;1;C;150.0;48.84456;2.5591;Oui;4.0;;1.0;;0;;2016.0;;1.0;;True;;True;146.0;1572.0;Gaz;Radiateur;Collectif;a;n;a;2020-04;93051;0106;930510106;H;93;15.77;8.0;0.034;16.39;57.0;0.035;5603.77
pr;a;v;6;67;;3;205000;;;0;0;0;1;E;311.0;48.86504;2.43305;Non;7.0;;1.0;;0;F;;;;;;;True;72.0;4692.0;;;Collectif;a;n;a;2020-04;93048;0404;930480404;H;93;;;;19.05;63.0;0.075;3059.7
pr;an;v;0;66;;3;282000;;;0;0;0;0;0;;48.82917;2.56657;0;;;;;0;;;;;;;;;;;;;;ca;o;a;2020-04;93051;0201;930510201;H;93;17.71;5.0;0.05;16.39;57.0;0.046;4272.73
pr;a;v;0;77;;4;260000;;;1092;0;0;0;0;;48.90219;2.46221;Non;;;;;0;;;;;;;;;;;;;;a;;a;2020-04;93053;0101;930530101;H;93;;;;12.86;6.0;0.046;3376.62
pr;a;v;0;63;;3;210000;;;911;0;0;0;0;;48.90219;2.46221;Non;;;;;0;;;;;;;;;;;;;;a;;a;2020-04;93053;0101;930530101;H;93;15.56;3.0;0.056;16.79;30.0;0.06;3333.33
pr;a;v;0;41;;2;180000;;;781;0;0;0;0;;48.90219;2.46221;Non;;;;;0;;;;;;;;;;;;;;a;;a;2020-04;93053;0101;930530101;H;93;18.6;5.0;0.051;18.2;33.0;0.05;4390.24
pr;a;v;0;103;;5;340000;;;1451;0;0;0;0;;48.90219;2.46221;Non;;;;;0;;;;;;;;;;;;;;a;;a;2020-04;93053;0101;930530101;H;93;;;;15.24;3.0;0.055;3300.97
pr;a;v;0;25;;1;140000;;;619;0;0;0;0;;48.88232;2.52679;Non;;;;;0;;;;;;;;;;;;;;a;;a;2020-04;93032;0113;930320113;H;93;25.65;1.0;0.055;26.0;17.0;0.056;5600.0
pr;a;v;0;39;;2;202000;;;0;0;0;1;B;;48.87865;2.53067;Non;;;1.0;;0;;;1.0;;;;;;;;;;;a;n;a;2020-04;93032;0113;930320113;H;93;24.95;2.0;0.058;18.59;26.0;0.043;5179.49
pr;a;v;0;26;;1;148000;;;0;0;0;0;B;;48.87805;2.53077;Non;6.0;;;;0;B;;;;;;;True;;;;;;a;n;a;2020-04;93032;0113;930320113;H;93;25.65;1.0;0.054;26.0;17.0;0.055;5692.31
pr;a;v;0;37;;2;230000;;;957;0;0;0;0;;48.8823;2.52749;Non;;;;;0;;;;;;;;;;;;;;a;;a;2020-04;93032;0113;930320113;H;93;24.95;2.0;0.048;18.59;26.0;0.036;6216.22
pr;a;v;0;75;;4;310000;;;1295;0;0;0;0;;48.8823;2.52749;Non;;;;;0;;;;;;;;;;;;;;a;;a;2020-04;93032;0113;930320113;H;93;14.98;2.0;0.044;15.23;7.0;0.044;4133.33
pr;a;v;0;40;;40;200000;;;841;0;0;0;0;;48.8823;2.52749;Non;;;;;0;;;;;;;;;;;;;;a;;a;2020-04;93032;0113;930320113;H;93;;;;;;;5000.0
pr;a;v;0;61;;3;270000;;;1138;0;0;0;0;;48.88232;2.52679;Non;;;;;0;;;;;;;;;;;;;;a;;a;2020-04;93032;0113;930320113;H;93;15.4;6.0;0.042;15.44;28.0;0.042;4426.23
pr;m;v;0;124;288.0;6;419000;;;0;0;1;1;E;257.3;48.88142;2.53044;Non;;;2.0;;0;F;1903.0;1.0;1.0;;;;;;;Gaz;Chaudière;Individuel;a;n;m;2020-04;93032;0113;930320113;H;93;;;;12.14;2.0;0.043;3379.03
pr;an;v;0;93;;4;305000;;;0;0;0;0;0;;48.91932;2.46083;0;;True;1.0;False;0;;;;;;;;;;;;;;ca;o;a;2020-04;93029;0403;930290403;H;93;;;;14.62;2.0;0.053;3279.57
pr;a;v;0;72;;4;312000;;;0;0;0;0;0;;48.94431;2.46709;Non;;;;;0;;;;;;;;;;;;;;ca;;a;2020-04;93007;0114;930070114;H;93;;;;14.74;3.0;0.041;4333.33
pr;a;v;0;39;;2;190000;;;0;0;0;0;0;;48.94431;2.46709;Non;;;;;0;;;;;;;;;;;;;;ca;;a;2020-04;93007;0114;930070114;H;93;;;;19.45;31.0;0.048;4871.79
pr;mn;v;0;87;290.0;4;303900;138900.0;165000.0;0;0;1;0;0;;48.90642;2.54079;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;93014;0113;930140113;H;93;;;;;;;3493.1
pr;a;v;0;36;;1;260000;;;1080;0;0;0;0;;48.8913;2.40133;Oui;;;;;0;;;;;;;;;171.0;;;;;a;;a;2020-04;93055;0301;930550301;H;93;39.93;1.0;0.066;30.28;28.0;0.05;7222.22
pr;a;v;0;68;;4;100000;;;458;0;0;0;F;333;48.90805;2.53505;Oui;;;;;0;F;;;;;;;;;;;;;a;;a;2020-04;93014;0113;930140113;H;93;;;;16.96;1.0;0.138;1470.59
pr;a;v;2;68;;4;109000;;;0;0;0;1;F;333.0;48.90805;2.53505;Oui;4.0;;;;0;F;;;;;;;;64.0;2736.0;;;Collectif;a;n;a;2020-04;93014;0113;930140113;H;93;;;;16.96;1.0;0.127;1602.94
pr;mn;v;0;80;200.0;6;296050;;;0;0;0;0;0;;48.90642;2.54079;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;93014;0113;930140113;H;93;;;;;;;3700.62
pr;a;v;0;70;;3;180000;;;775;0;0;0;0;;48.8842;2.50968;Oui;;;;;0;;;;;;;;;;;;;;a;;a;2020-04;93077;0106;930770106;H;93;16.44;8.0;0.077;16.36;21.0;0.076;2571.43
pr;a;v;0;71;;3;330000;;;1389;0;0;0;D;197;48.91213;2.3576;Oui;;;;;0;B;;;;;;;;56.0;;;;;a;;a;2020-04;93066;1102;930661102;H;93;17.38;8.0;0.045;17.48;70.0;0.045;4647.89
pr;a;v;0;78;;4;294000;;;0;1;2;0;B;;48.9071;2.49301;Non;9.0;;1.0;;0;B;2019.0;2.0;1.0;;;;True;;;Gaz;Radiateur;;a;n;a;2020-04;93010;0404;930100404;H;93;;;;13.84;4.0;0.044;3769.23
pr;a;v;0;60;;3;187000;;;0;0;0;0;0;;48.90124;2.58125;Non;;;;;0;;;;;;;;;;;;;;ca;;a;2020-04;93047;0107;930470107;H;93;;;;15.32;3.0;0.059;3116.67
pr;a;v;0;54;;3;172000;;;0;0;0;0;0;;48.90124;2.58125;Non;;;;;0;;;;;;;;;;;;;;ca;;a;2020-04;93047;0107;930470107;H;93;;;;15.32;3.0;0.058;3185.19
pr;a;v;0;79;;4;300000;;;1266;0;0;0;0;;48.89489;2.42912;Non;;;;;0;;;;;;;;;;;;;;a;;a;2020-04;93063;0101;930630101;A;93;;;;19.66;8.0;0.062;3797.47
pr;m;v;0;124;214.0;5;672000;;;0;0;0;1;D;216.0;48.87764;2.43083;Non;;;1.0;;0;E;;;;;;;;;;;;Individuel;a;n;m;2020-04;93006;0116;930060116;H;93;;;;17.21;3.0;0.038;5419.35
pr;a;v;0;66;;3;390000;;;1645;0;0;0;B;55;48.90583;2.34768;Non;;;;;0;A;;;;;;;;;;;;;a;;a;2020-04;93070;0117;930700117;H;93;20.33;7.0;0.041;19.8;60.0;0.04;5909.09
pr;a;v;0;87;;4;440000;;;1859;0;0;0;B;55;48.90755;2.34437;Non;;;;;0;A;;;;;;;;;;;;;a;;a;2020-04;93070;0117;930700117;H;93;;;;18.41;15.0;0.044;5057.47
pr;a;v;0;80;;3;445000;;;0;0;0;0;0;;48.90753;2.34423;Non;;;;;0;;;;;;;;;;;;;;ca;;a;2020-04;93070;0117;930700117;H;93;20.33;7.0;0.044;19.8;60.0;0.043;5562.5
pr;a;v;0;104;;5;530000;;;2218;0;0;0;B;55;48.90755;2.34437;Non;;;;;0;A;;;;;;;;;;;;;a;;a;2020-04;93070;0117;930700117;H;93;;;;16.45;1.0;0.039;5096.15
pr;a;v;0;44;;2;320000;;;1357;0;0;0;B;55;48.90583;2.34768;Non;;;;;0;A;;;;;;;;;;;;;a;;a;2020-04;93070;0117;930700117;H;93;22.22;4.0;0.037;22.22;101.0;0.037;7272.73
pr;an;v;0;85;;4;349200;;;0;0;0;0;0;;48.87842;2.48712;0;;;;False;0;;;;;;False;;False;;;;;;ca;o;a;2020-04;93064;0104;930640104;H;93;;;;14.74;21.0;0.043;4108.24
