type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS;DEP
pr;m;l;0;75;309.0;4;580;;;0;0;0;1;D;185;46.64368;-0.26236;0;;;1.0;;0;E;;;;;;;;;;;;Individuel;a;n;m;2020-04;79202;0103;792020103;H;79
pr;m;l;0;91;;4;660;;;0;0;1;0;E;321;46.32606;-0.58553;0;;;1.0;;0;C;;;;;False;;;;;Électrique;;Individuel;a;n;m;2020-04;79100;0000;791000000;Z;79
pr;m;l;0;69;150.0;3;490;;;0;0;0;1;D;227;46.64926;-0.23281;0;;;1.0;;0;C;;;;;;;;;;;;Individuel;a;n;m;2020-04;79202;0105;792020105;H;79
pr;a;l;2;21;;1;307;;;0;1;1;1;E;249;46.32463;-0.48767;0;;;0.0;;0;C;1901.0;;0.0;;;;True;;;Électrique;;;a;n;a;2020-04;79191;0402;791910402;H;79
pr;m;l;0;131;;6;900;;;0;0;0;1;C;130.0;46.31533;-0.43396;0;;;1.0;;0;D;;;;;False;;;;;Gaz;;Individuel;a;n;m;2020-04;79191;0701;791910701;H;79
pr;a;l;0;45;;2;447;;;0;0;1;0;E;321.6;46.3209;-0.46937;0;3.0;;;True;0;C;;;;;False;;False;;;Électrique;;;a;n;a;2020-04;79191;0301;791910301;H;79
pr;a;l;1;28;;2;400;;;0;1;1;0;VI;;46.80946;-0.35166;0;;;;False;0;;;1.0;;;;;False;;;;;;a;n;a;2020-04;79088;0000;790880000;Z;79
pr;m;l;0;104;617.0;5;790;;;0;0;0;1;B;82.0;46.84265;-0.49813;0;;;1.0;False;Sud;C;;1.0;;;;;;;;;;Individuel;a;n;m;2020-04;79049;0101;790490101;H;79
pr;m;l;0;104;391.0;5;550;;;0;0;1;0;VI;;46.902;-0.47134;0;2.0;;;False;0;;;2.0;;;;;;;;Fioul;;Individuel;a;n;m;2020-04;79049;0108;790490108;H;79
pr;m;l;0;104;391.0;5;550;;;0;0;1;0;VI;;46.88405;-0.46126;0;2.0;;;False;0;;;2.0;;;;;;;;Fioul;;Individuel;a;n;m;2020-04;79049;0108;790490108;H;79
pr;a;l;2;34;;2;405;;;0;0;0;1;E;284;46.32492;-0.46341;0;;;;;0;C;;;;;True;;True;;;Électrique;Convecteur;;a;n;a;2020-04;79191;0101;791910101;H;79
pr;a;l;3;19;;2;300;;;0;0;1;0;F;344;46.84936;-0.48999;0;3.0;;;False;Ouest;C;;1.0;;;;;False;;;Électrique;;Individuel;a;n;a;2020-03;79049;0102;790490102;H;79
pr;a;l;0;48;;3;440;;;0;0;0;1;D;172;46.31894;-0.45674;0;;;;;0;A;;;;;False;;False;;;;;;a;n;a;2020-03;79191;0102;791910102;H;79
pr;a;l;3;43;;2;452;;;0;0;1;0;0;;46.32107;-0.45814;0;4.0;;1.0;True;0;;;;;;True;;True;;;Électrique;;Individuel;a;n;a;2020-03;79191;0102;791910102;H;79
pr;a;l;0;21;;1;300;;;0;0;0;0;E;249;46.32502;-0.48766;Oui;;;;;0;C;;;;;;;;;;;;;a;n;a;2020-03;79191;0402;791910402;H;79
pr;m;l;0;51;;3;550;;;0;0;1;0;E;236.46;46.31946;-0.45265;0;;;;;0;E;;;;;False;;;;;Gaz;;;a;n;m;2020-03;79191;0701;791910701;H;79
pr;a;l;2;52;;3;540;;;0;1;0;1;D;178;46.31671;-0.43828;0;4.0;;1.0;;0;E;;;0.0;;;;False;;;Gaz;Radiateur;Collectif;a;n;a;2020-03;79191;0701;791910701;H;79
pr;a;l;0;42;;1;515;;;0;0;1;0;D;225.3;46.32306;-0.46754;0;3.0;;;;0;B;;;;;False;;False;;;Électrique;;;a;n;a;2020-03;79191;0301;791910301;H;79
pr;a;l;2;25;;1;450;;;0;0;1;0;0;;46.32088;-0.46587;0;2.0;;0.0;;0;;;;0.0;;;;False;;;Électrique;Convecteur;Individuel;a;n;a;2020-03;79191;0301;791910301;H;79
pr;a;l;1;59;;3;510;;;0;0;0;1;D;202;46.33871;-0.47571;0;2.0;;1.0;;0;B;;;;;False;;False;;;Électrique;Convecteur;;a;n;a;2020-03;79191;0502;791910502;H;79
pr;m;l;0;98;;5;780;;;0;0;1;0;C;128.0;46.34635;-0.4793;0;1.0;;1.0;;0;D;;;;;False;;;;;Gaz;;;a;n;m;2020-03;79191;0502;791910502;H;79
pr;a;l;4;24;;1;277;;;0;0;0;1;0;;46.3167;-0.46522;0;7.0;;;;0;;;;;;False;;True;;;Électrique;Convecteur;;a;n;a;2020-03;79191;0103;791910103;H;79
pr;a;l;1;24;;1;330;;;0;1;0;1;F;363;46.3167;-0.46522;0;7.0;;1.0;;0;C;;;;;False;;True;;;Électrique;Convecteur;;a;n;a;2020-03;79191;0103;791910103;H;79
pr;a;l;3;68;;3;530;;;0;0;0;1;0;;46.32068;-0.44674;0;3.0;;0.0;;Ouest;;;;0.0;;;;False;;;Gaz;Radiateur;Individuel;a;n;a;2020-03;79191;0604;791910604;H;79
pr;m;l;0;99;2500.0;4;420;;;0;0;0;0;D;181;46.14637;0.19941;0;;;;;0;E;;;;;;;;;;Fioul;Radiateur;Individuel;a;n;m;2020-03;79150;0000;791500000;Z;79
