REG;DEP;INSEE_COM;type_annonceur;categorie_annonceur;typedebien;typedetransaction;nb_pieces;dpeL;surface_median;prix_bien_median;prix_m2_vente_median;loyer_m2_median_n7;taux_rendement_moy;balcon_moy;eau_moy;bain_moy;nb_log_en_vente
93.0;04;04001;pr;a;m;v;7;D;170.0;250000.0;1470.59;;;0.0;1.0;1.0;1
93.0;04;04001;pr;a;m;v;8;VI;206.0;895000.0;4344.66;;;0.0;1.0;2.0;1
93.0;04;04001;pr;m;m;v;4;C;145.0;460500.0;3175.86;;;0.0;0.0;0.0;1
93.0;04;04004;pr;a;m;v;3;C;53.0;109500.0;2066.04;;;0.0;0.0;1.0;1
93.0;04;04004;pr;a;m;v;3;D;89.0;199500.0;2241.57;;;0.0;0.0;1.0;2
93.0;04;04004;pr;a;m;v;5;0;160.0;325000.0;2031.25;;;0.0;0.0;2.0;1
93.0;04;04004;pr;a;m;v;5;D;82.0;221000.0;2695.12;;;0.0;1.0;0.0;1
93.0;04;04004;pr;a;m;v;7;0;79.0;50000.0;632.91;;;0.0;0.0;2.0;1
93.0;04;04004;pr;a;m;vp;15;C;350.0;650000.0;1857.14;;;0.0;10.0;1.0;1
93.0;04;04004;pr;m;m;pi;8;D;500.0;1150000.0;2300.0;;;0.0;3.0;2.0;1
93.0;04;04004;pr;m;m;vp;10;NS;245.0;599000.0;2444.9;;;0.0;5.0;1.0;1
93.0;04;04004;pr;m;m;vp;8;E;214.0;380000.0;1775.7;;;0.0;2.0;0.0;1
93.0;04;04006;pr;a;a;v;1;0;24.0;51250.0;2191.29;;;0.12;0.5;0.25;8
93.0;04;04006;pr;a;a;v;1;D;19.0;36200.0;1900.28;;;0.5;0.5;0.0;2
93.0;04;04006;pr;a;a;v;1;E;22.0;40000.0;1959.26;;;0.45;0.16;0.45;31
93.0;04;04006;pr;a;a;v;1;F;19.0;35500.0;1941.18;;;0.37;0.37;0.28;57
93.0;04;04006;pr;a;a;v;1;G;16.0;33200.0;2210.72;;;0.33;0.67;0.17;6
93.0;04;04006;pr;a;a;v;2;0;29.0;85000.0;2552.63;;;0.6;0.2;0.6;5
93.0;04;04006;pr;a;a;v;2;D;30.0;125000.0;4166.67;;;0.0;0.0;0.0;1
93.0;04;04006;pr;a;a;v;2;E;34.0;67500.0;2015.15;;;0.53;0.16;0.63;38
93.0;04;04006;pr;a;a;v;2;F;31.0;62500.0;2118.69;;;0.5;0.2;0.5;30
93.0;04;04006;pr;a;a;v;2;G;29.0;57000.0;2200.0;;;0.67;0.67;0.0;3
93.0;04;04006;pr;a;a;v;2;NS;35.0;139520.0;3986.29;;;1.0;1.0;0.0;1
93.0;04;04006;pr;a;a;v;3;0;65.0;239560.0;3685.54;;;0.0;0.0;0.0;1
93.0;04;04006;pr;a;a;v;3;D;73.0;179000.0;2452.05;;;0.0;0.0;0.0;1
93.0;04;04006;pr;a;a;v;3;E;42.0;93500.0;2642.44;;;0.12;0.25;0.38;8
93.0;04;04006;pr;a;a;v;3;F;46.0;96825.5;2108.96;;;0.25;0.0;0.5;4
93.0;04;04006;pr;a;a;v;3;G;59.5;102000.0;1775.84;;;1.5;0.0;0.5;2
93.0;04;04006;pr;a;a;v;4;D;76.0;179000.0;2236.84;;;0.33;0.0;1.0;3
93.0;04;04006;pr;a;a;v;4;F;52.5;177000.0;3380.91;;;1.0;0.0;1.0;2
93.0;04;04006;pr;a;m;pi;9;0;170.0;350000.0;2058.82;;;0.0;0.0;0.0;1
93.0;04;04006;pr;a;m;v;10;F;226.0;499000.0;2207.96;;;1.0;3.0;1.0;1
93.0;04;04006;pr;a;m;v;11;0;355.0;120000.0;338.03;;;0.0;0.0;0.0;1
93.0;04;04006;pr;a;m;v;11;NS;355.0;124900.0;351.83;;;1.0;3.0;0.0;1
93.0;04;04006;pr;a;m;v;4;0;126.0;150000.0;1190.48;;;0.0;0.0;0.0;1
93.0;04;04006;pr;a;m;v;4;D;69.0;254050.0;3708.96;;;0.75;1.75;0.25;4
93.0;04;04006;pr;a;m;v;4;F;70.0;247500.0;3535.72;;;0.0;1.0;0.5;2
93.0;04;04006;pr;a;m;v;4;NS;126.0;159900.0;1269.05;;;0.0;0.0;1.0;1
93.0;04;04006;pr;a;m;v;5;D;88.0;202000.0;2295.46;;;0.0;0.0;0.5;2
93.0;04;04006;pr;a;m;v;5;E;120.0;215000.0;1791.67;;;1.0;1.0;1.0;1
93.0;04;04006;pr;a;m;v;5;F;108.0;465000.0;4305.56;;;0.0;0.0;0.0;1
93.0;04;04006;pr;a;m;v;5;G;84.0;225000.0;2678.57;;;0.0;1.0;0.0;1
93.0;04;04006;pr;a;m;v;5;NS;150.0;315000.0;2100.0;;;0.0;0.0;0.0;1
93.0;04;04006;pr;a;m;v;5;VI;120.0;344000.0;2866.67;;;0.0;0.0;0.0;1
93.0;04;04006;pr;a;m;v;6;E;130.0;400000.0;3076.92;;;0.0;0.0;0.0;2
93.0;04;04006;pr;a;m;v;6;F;119.0;339900.0;2856.3;;;0.0;2.0;0.0;1
93.0;04;04006;pr;a;m;v;6;VI;167.0;500000.0;2994.01;;;0.0;3.0;0.0;1
93.0;04;04006;pr;a;m;v;7;0;245.0;1037000.0;3938.16;;;0.0;0.0;0.0;2
93.0;04;04006;pr;a;m;v;7;D;230.0;430000.0;1869.57;;;0.0;2.0;1.0;1
93.0;04;04006;pr;a;m;v;7;E;118.0;315000.0;2669.49;;;1.0;1.0;1.0;1
93.0;04;04006;pr;a;m;v;7;F;99.0;214500.0;2166.66;;;0.0;0.5;0.5;2
93.0;04;04006;pr;a;m;v;8;0;200.0;300000.0;1500.0;;;0.0;2.0;1.0;2
93.0;04;04006;pr;a;m;v;8;D;192.0;435000.0;2265.62;;;0.0;0.0;0.0;1
93.0;04;04006;pr;a;m;v;9;VI;170.0;359000.0;2111.76;;;0.0;3.0;1.0;1
93.0;04;04006;pr;ca;a;v;4;0;68.0;280000.0;4117.65;;;0.0;0.0;0.0;1
93.0;04;04006;pr;m;a;v;1;F;19.0;38000.0;2000.0;;;1.0;1.0;0.0;1
93.0;04;04006;pr;m;a;v;2;E;34.0;66500.0;1955.88;;;1.0;0.0;1.0;8
93.0;04;04006;pr;m;a;v;2;F;34.0;57000.0;1759.26;;;1.0;0.2;0.8;5
93.0;04;04006;pr;m;a;v;2;G;36.0;89000.0;2472.22;;;0.0;1.0;0.0;1
93.0;04;04006;pr;m;a;v;2;VI;32.0;99000.0;3093.75;;;1.0;1.0;0.0;1
93.0;04;04006;pr;m;a;v;3;E;44.5;101000.0;2279.07;;;0.5;0.0;1.0;2
93.0;04;04006;pr;m;a;v;3;G;41.0;86000.0;2097.56;;;0.0;0.0;1.0;1
93.0;04;04006;pr;m;a;v;4;D;91.0;199000.0;2186.81;;;1.0;0.0;2.0;1
93.0;04;04006;pr;m;m;v;4;VI;70.0;293000.0;4185.71;;;0.0;1.0;1.0;1
93.0;04;04006;pr;m;m;v;5;F;120.0;339900.0;2832.5;;;0.0;2.0;0.0;1
93.0;04;04006;pr;m;m;v;5;G;85.0;218000.0;2564.71;;;0.0;2.0;0.0;1
93.0;04;04006;pr;m;m;v;6;F;90.0;385000.0;4277.78;;;0.0;1.0;1.0;1
93.0;04;04006;pr;m;m;v;7;E;130.0;305000.0;2346.15;;;0.0;2.0;0.0;1
93.0;04;04006;pr;m;m;vp;8;VI;270.0;680000.0;2518.52;;;1.0;2.0;2.0;1
93.0;04;04008;pr;a;a;v;1;E;27.0;41000.0;1518.52;;;0.0;0.0;0.0;1
93.0;04;04008;pr;a;a;v;1;F;34.0;51950.0;1529.69;;;0.5;0.0;0.5;2
93.0;04;04008;pr;a;a;v;2;A;34.0;56000.0;1647.06;11.56;0.084;0.0;0.0;0.0;1
93.0;04;04008;pr;a;a;v;2;E;39.5;72250.0;1833.95;11.56;0.076;0.5;0.5;0.0;2
93.0;04;04008;pr;a;a;v;3;0;52.0;92000.0;1769.23;;;0.0;0.0;0.0;1
