type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS;DEP
pr;a;l;0;50;;2;625;;;0;0;1;0;E;244;47.25592;6.02333;0;;;0.0;;0;F;;;0.0;;;;True;;;Gaz;Radiateur;Collectif;a;n;a;2020-04;25056;0903;250560903;H;25
pr;a;l;1;56;;2;485;;;0;0;0;1;E;318;47.24342;6.02171;0;;;0.0;;0;C;;;0.0;;;;False;;;Électrique;Radiateur;Individuel;a;n;a;2020-04;25056;0402;250560402;H;25
pr;a;l;2;69;;3;710;;;0;1;0;1;D;162;47.23365;5.97411;0;;;;;0;E;;1.0;1.0;;;;;;;Gaz;;Individuel;a;n;a;2020-04;25056;1301;250561301;A;25
pr;a;l;0;50;;2;595;;;0;0;0;1;A;50;47.24164;5.97871;0;;;1.0;;0;C;;;1.0;;;;True;;;Gaz;Convecteur;Collectif;a;n;a;2020-04;25056;1301;250561301;A;25
pr;a;l;2;78;;4;511;;;0;0;0;1;E;330;47.50988;6.79718;0;3.0;;;False;0;C;;;;False;False;;False;;;Électrique;;Individuel;a;n;a;2020-04;25388;0101;253880101;H;25
pr;a;l;0;50;;2;465;;;0;0;1;0;VI;;47.51673;6.79446;0;1.0;;;;0;VI;;1.0;;;False;;False;;;Électrique;;Individuel;a;n;a;2020-04;25388;0101;253880101;H;25
pr;a;l;0;65;;3;615;;;0;0;0;1;D;154;47.24608;6.01903;0;;;;True;0;E;;1.0;;;;;;;;Gaz;Radiateur;Collectif;a;n;a;2020-04;25056;0402;250560402;H;25
pr;a;l;4;76;;3;650;;;0;0;0;1;VI;;47.26097;6.03027;0;;;;True;0;VI;;;;False;False;;True;;;Électrique;;Individuel;a;n;a;2020-04;25056;1005;250561005;H;25
pr;a;l;0;41;;2;500;;;0;0;0;0;B;65;47.21961;6.00905;Non;;;;;0;C;;;;;;;;;;;;;a;;a;2020-04;25056;0201;250560201;H;25
pr;a;l;0;93;;4;700;;;0;0;0;0;0;;47.28376;6.07733;Non;;;;;0;;;;;;;;;;;;;;a;;a;2020-04;25560;0000;255600000;Z;25
pr;a;l;0;87;;4;600;;;0;0;0;0;C;130;47.10339;5.88398;Non;;;;;0;C;;;;;;;;;;;;;a;;a;2020-04;25475;0000;254750000;Z;25
pr;a;l;1;102;;5;640;;;0;1;0;1;D;202;47.20289;6.15572;0;;;;True;0;E;;1.0;;;;;;;;Gaz;;Individuel;a;n;a;2020-04;25364;0000;253640000;Z;25
pr;m;l;0;101;1000.0;6;1070;;;0;0;1;1;D;221;47.22736;5.92652;0;;;;;0;C;;2.0;1.0;;;;;;;Électrique;;Individuel;a;n;m;2020-04;25258;0000;252580000;Z;25
pr;a;l;1;70;;4;630;;;0;1;1;0;E;235;47.25684;6.03389;0;;;0.0;;0;E;;;0.0;;;;False;;;Gaz;Radiateur;Collectif;a;n;a;2020-04;25056;0506;250560506;H;25
pr;a;l;1;25;;1;330;;;0;0;1;0;E;318.0;47.25571;6.03595;0;4.0;;;;0;C;1994.0;1.0;;;;;True;;;Électrique;;Individuel;a;n;a;2020-04;25056;0506;250560506;H;25
pr;a;l;0;34;;1;395;;;0;0;0;0;E;312;47.24537;6.02678;0;;;;False;0;C;;;;;False;;False;;;;;;a;n;a;2020-04;25056;0501;250560501;H;25
pr;a;l;1;70;;3;697;;;0;0;0;0;F;433;46.90361;6.3588;0;;;;False;0;D;;;;False;False;;False;;;;;;a;n;a;2020-04;25462;0101;254620101;H;25
pr;a;l;2;29;;1;414;;;0;0;0;0;D;195;46.9057;6.35415;0;5.0;;;True;0;E;;;;False;False;;True;;;Électrique;;Individuel;a;n;a;2020-04;25462;0101;254620101;H;25
pr;a;l;0;25;;2;359;;;0;0;0;1;E;305.0;47.2462;6.03016;0;;;;False;0;B;;1.0;;False;False;;False;;;;;;a;n;a;2020-04;25056;0502;250560502;H;25
pr;a;l;5;16;;1;320;;;0;0;1;0;G;930;47.24722;6.03025;0;;;;;0;E;;1.0;;;;;;;;Électrique;;Individuel;a;n;a;2020-04;25056;0502;250560502;H;25
pr;a;l;2;25;;1;329;;;0;0;0;1;E;302;47.24885;6.02054;0;;;;True;0;C;;1.0;;False;False;;False;;;Gaz;;Individuel;a;n;a;2020-04;25056;0902;250560902;H;25
pr;a;l;6;27;;1;400;;;0;0;0;1;E;234;47.24426;6.01068;0;;;;False;0;B;;;;False;False;;False;;;;;;a;n;a;2020-04;25056;0802;250560802;H;25
pr;a;l;3;23;;1;405;;;0;0;0;1;F;450;47.22802;5.99818;0;;;1.0;;0;D;;1.0;;;;;True;;;Électrique;;Individuel;a;n;a;2020-04;25056;0703;250560703;H;25
pr;a;l;3;32;;1;450;;;0;1;0;1;D;220;47.24761;5.99288;0;;;1.0;;0;C;;1.0;;;;;True;;;Électrique;;Individuel;a;n;a;2020-04;25056;0804;250560804;H;25
pr;m;l;0;97;500.0;5;950;;;0;0;0;1;E;327;47.21821;6.11375;0;1.0;;1.0;True;0;C;2001.0;2.0;1.0;;;;;;;Électrique;;Individuel;a;n;m;2020-04;25532;0000;255320000;Z;25
pr;a;l;0;21;;1;435;;;0;0;1;0;F;415;47.23666;6.02856;0;;;0.0;;0;C;;;0.0;;;;False;;;Électrique;Radiateur;Individuel;a;n;a;2020-04;25056;0103;250560103;H;25
pr;a;l;0;86;;4;800;;;0;0;0;0;D;158;47.2464;6.03626;Non;;;;;0;E;;;;;;;;;;;;;a;;a;2020-04;25056;0601;250560601;H;25
pr;a;l;0;33;;2;400;;;0;0;0;0;D;226;47.24513;6.05601;Non;;;;;0;B;;;;;;;;;;;;;a;;a;2020-04;25056;0601;250560601;H;25
pr;a;l;0;25;;1;305;;;0;0;0;1;F;367;47.23906;6.03917;0;;;1.0;True;0;C;;1.0;;;;;;;;Électrique;;Individuel;a;n;a;2020-04;25056;0601;250560601;H;25
pr;a;l;4;59;;1;597;;;0;0;0;1;D;190;47.2371;6.0357;0;;;1.0;;0;B;;;1.0;;;;True;;;Électrique;Radiateur;Individuel;a;n;a;2020-04;25056;0601;250560601;H;25
pr;a;l;11;33;;2;401;;;0;1;0;1;D;227.0;47.24475;6.05583;0;12.0;;;;0;B;;;;;True;;False;;;Électrique;Convecteur;;a;n;a;2020-04;25056;0601;250560601;H;25
pr;m;l;0;84;;4;700;;;0;0;0;0;D;155;47.15288;6.32992;Non;;;;;0;E;;;;;;;;;;;;;a;;m;2020-04;25578;0000;255780000;Z;25
pr;m;l;0;97;600.0;4;805;;;0;0;0;1;E;254;47.14372;6.34945;0;;;;;0;C;;1.0;;;;;;;;Électrique;;;a;n;m;2020-04;25578;0000;255780000;Z;25
pr;m;l;0;84;;4;772;;;0;0;0;0;D;155;47.15281;6.32987;0;;;;False;0;E;1997.0;;;;False;;;;;;;;a;n;m;2020-04;25578;0000;255780000;Z;25
pr;m;l;0;73;;4;840;;;0;0;0;0;E;285;47.21358;6.82367;0;2.0;;;False;0;C;;;;;;;;;;;;Individuel;a;n;m;2020-04;25127;0000;251270000;Z;25
