REG;DEP;INSEE_COM;type_annonceur;categorie_annonceur;typedebien;typedetransaction;nb_pieces;dpeL;surface_median;prix_bien_median;prix_m2_vente_median;loyer_m2_median_n7;taux_rendement_moy;balcon_moy;eau_moy;bain_moy;nb_log_en_vente
94.0;2A;2A001;pr;a;a;v;4;B;95.0;298000.0;3136.84;;;0.0;0.0;0.0;1
94.0;2A;2A001;pr;a;m;v;10;0;324.0;1880000.0;5802.47;;;0.0;0.0;0.0;1
94.0;2A;2A001;pr;a;m;v;14;D;256.0;725000.0;2832.03;;;0.0;7.0;0.0;1
94.0;2A;2A001;pr;a;m;v;4;A;170.0;724500.0;4261.76;;;0.0;2.0;1.0;1
94.0;2A;2A001;pr;a;m;v;5;D;109.0;435000.0;3991.58;;;0.0;0.5;1.5;2
94.0;2A;2A001;pr;a;m;vp;5;C;190.0;790000.0;4157.89;;;0.0;3.0;1.0;1
94.0;2A;2A001;pr;a;m;vp;8;B;400.0;1880000.0;4700.0;;;0.0;1.0;4.0;2
94.0;2A;2A001;pr;a;m;vp;9;C;277.0;997000.0;3599.28;;;0.0;7.0;0.0;1
94.0;2A;2A001;pr;m;a;v;4;NS;92.0;290000.0;3152.17;;;0.0;0.0;1.0;1
94.0;2A;2A004;pr;a;a;pi;2;C;51.0;200000.0;3921.57;16.3;0.05;0.0;0.0;0.0;1
94.0;2A;2A004;pr;a;a;pi;3;0;65.0;147000.0;2261.54;12.86;0.068;0.0;0.0;0.0;1
94.0;2A;2A004;pr;a;a;v;1;0;30.0;126650.0;4604.91;19.91;0.05;0.0;0.12;0.38;24
94.0;2A;2A004;pr;a;a;v;1;A;29.5;121000.0;4195.34;19.91;0.058;0.0;0.33;0.17;6
94.0;2A;2A004;pr;a;a;v;1;C;28.0;147000.0;4250.0;19.91;0.051;0.2;0.4;0.2;5
94.0;2A;2A004;pr;a;a;v;1;D;31.5;121000.0;4272.73;19.91;0.059;0.0;0.6;0.3;10
94.0;2A;2A004;pr;a;a;v;1;E;26.5;139750.0;5338.0;19.91;0.046;0.0;0.33;0.67;6
94.0;2A;2A004;pr;a;a;v;1;G;30.0;125000.0;4526.32;19.91;0.047;0.0;0.67;0.0;3
94.0;2A;2A004;pr;a;a;v;1;NS;32.0;118000.0;3575.76;19.91;0.063;0.0;1.0;0.0;3
94.0;2A;2A004;pr;a;a;v;1;VI;31.5;145000.0;4530.79;19.91;0.054;0.0;0.12;0.5;8
94.0;2A;2A004;pr;a;a;v;2;0;45.5;194500.0;4278.27;16.3;0.047;0.07;0.39;0.22;46
94.0;2A;2A004;pr;a;a;v;2;A;46.0;175000.0;3888.89;16.3;0.049;0.0;0.0;0.0;3
94.0;2A;2A004;pr;a;a;v;2;B;46.0;199000.0;4326.09;16.3;0.047;0.2;0.4;0.4;5
94.0;2A;2A004;pr;a;a;v;2;C;51.0;225000.0;4194.78;16.3;0.05;0.0;0.16;0.63;19
94.0;2A;2A004;pr;a;a;v;2;D;49.0;169000.0;3840.91;16.3;0.052;0.0;0.46;0.62;13
94.0;2A;2A004;pr;a;a;v;2;E;37.0;208000.0;5191.67;16.3;0.036;0.0;0.29;0.86;7
94.0;2A;2A004;pr;a;a;v;2;F;48.0;231000.0;4812.5;16.3;0.041;0.0;0.0;0.0;1
94.0;2A;2A004;pr;a;a;v;2;NS;46.0;213000.0;4489.36;16.3;0.042;0.1;0.65;0.3;20
94.0;2A;2A004;pr;a;a;v;2;VI;46.5;197000.0;4281.01;16.3;0.045;0.1;0.2;0.3;10
94.0;2A;2A004;pr;a;a;v;3;0;72.0;248000.0;3595.26;12.86;0.044;0.11;0.16;0.4;82
94.0;2A;2A004;pr;a;a;v;3;A;68.0;250000.0;3787.88;12.86;0.04;0.0;0.41;0.35;17
94.0;2A;2A004;pr;a;a;v;3;B;64.0;232500.0;3602.96;12.86;0.044;0.33;0.17;0.83;6
94.0;2A;2A004;pr;a;a;v;3;C;74.0;250000.0;3328.36;12.86;0.047;0.15;0.23;0.64;39
94.0;2A;2A004;pr;a;a;v;3;D;76.0;242000.0;3200.0;12.86;0.049;0.21;0.18;0.64;28
94.0;2A;2A004;pr;a;a;v;3;E;66.0;175500.0;2700.0;12.86;0.057;0.71;0.29;0.71;7
94.0;2A;2A004;pr;a;a;v;3;NS;71.0;304000.0;4715.94;12.86;0.035;0.25;0.34;0.84;44
94.0;2A;2A004;pr;a;a;v;3;VI;76.0;339000.0;3923.08;12.86;0.039;0.12;0.24;0.72;25
94.0;2A;2A004;pr;a;a;v;4;0;100.0;339000.0;3739.13;11.66;0.04;0.18;0.29;0.37;73
94.0;2A;2A004;pr;a;a;v;4;A;102.0;419000.0;4107.84;11.66;0.037;0.0;0.0;0.2;5
94.0;2A;2A004;pr;a;a;v;4;B;109.0;517500.0;4544.38;11.66;0.035;0.5;0.42;0.67;12
94.0;2A;2A004;pr;a;a;v;4;C;100.0;428000.0;4055.56;11.66;0.039;0.46;0.39;0.88;41
94.0;2A;2A004;pr;a;a;v;4;D;92.5;236000.0;2457.81;11.66;0.052;0.5;0.27;0.82;22
94.0;2A;2A004;pr;a;a;v;4;E;88.0;277500.0;3171.04;11.66;0.047;0.0;0.25;0.75;8
94.0;2A;2A004;pr;a;a;v;4;F;107.0;295000.0;2757.01;11.66;0.051;1.0;1.0;0.0;1
94.0;2A;2A004;pr;a;a;v;4;G;90.0;233200.0;2591.11;11.66;0.054;1.0;1.0;1.0;1
94.0;2A;2A004;pr;a;a;v;4;NS;102.0;419000.0;4171.02;11.66;0.033;0.2;0.73;0.83;30
94.0;2A;2A004;pr;a;a;v;4;VI;102.0;417000.0;4118.74;11.66;0.036;0.04;0.29;0.5;24
94.0;2A;2A004;pr;a;a;v;5;0;147.0;780000.0;4602.27;13.26;0.037;0.09;0.09;0.09;11
94.0;2A;2A004;pr;a;a;v;5;A;143.0;900000.0;6293.71;13.26;0.025;0.0;0.0;3.0;1
94.0;2A;2A004;pr;a;a;v;5;B;110.0;472500.0;4405.26;13.26;0.038;1.0;1.5;1.0;2
94.0;2A;2A004;pr;a;a;v;5;C;133.5;608500.0;4869.88;13.26;0.034;0.17;0.5;0.83;6
94.0;2A;2A004;pr;a;a;v;5;D;126.0;399500.0;3699.07;13.26;0.046;0.33;1.0;0.67;3
94.0;2A;2A004;pr;a;a;v;5;E;156.0;590000.0;3782.05;13.26;0.042;1.0;1.0;1.0;1
94.0;2A;2A004;pr;a;a;v;5;F;105.0;399500.0;3804.72;13.26;0.042;0.5;1.5;0.5;2
94.0;2A;2A004;pr;a;a;v;5;NS;149.5;890000.0;5634.62;13.26;0.031;0.62;0.5;1.25;8
94.0;2A;2A004;pr;a;a;v;5;VI;109.0;499000.0;4577.98;13.26;0.044;1.0;0.67;0.0;3
94.0;2A;2A004;pr;a;a;v;6;0;116.5;375000.0;2873.7;;;0.0;0.25;0.5;4
94.0;2A;2A004;pr;a;a;v;6;C;160.0;650000.0;3544.3;;;0.33;0.33;1.0;3
94.0;2A;2A004;pr;a;a;v;6;F;147.0;550000.0;3741.5;;;0.0;0.0;1.0;1
94.0;2A;2A004;pr;a;a;v;6;VI;170.0;810000.0;4764.71;;;0.0;0.0;0.0;1
94.0;2A;2A004;pr;a;a;v;7;0;122.0;525000.0;4303.28;;;1.0;1.0;0.0;1
94.0;2A;2A004;pr;a;a;v;7;VI;170.0;525000.0;3088.24;;;0.0;2.0;0.0;1
94.0;2A;2A004;pr;a;a;vp;1;NS;34.0;169000.0;4970.59;19.91;0.048;0.0;1.0;0.0;1
94.0;2A;2A004;pr;a;a;vp;2;0;43.0;210000.0;4883.72;16.3;0.04;0.0;0.0;1.0;1
94.0;2A;2A004;pr;a;a;vp;3;C;102.0;650000.0;6372.55;12.86;0.024;0.0;0.0;1.0;1
94.0;2A;2A004;pr;a;a;vp;4;0;110.0;680000.0;5700.0;11.66;0.025;0.11;0.33;0.56;9
94.0;2A;2A004;pr;a;a;vp;4;A;99.0;600000.0;6060.61;11.66;0.023;0.0;0.0;2.0;1
94.0;2A;2A004;pr;a;a;vp;4;B;126.5;597000.0;4715.98;11.66;0.03;0.0;1.0;1.0;2
94.0;2A;2A004;pr;a;a;vp;4;C;129.0;630000.0;4846.15;11.66;0.026;0.0;0.6;0.8;5
94.0;2A;2A004;pr;a;a;vp;4;D;112.5;615000.0;5765.64;11.66;0.026;0.5;1.0;1.0;2
94.0;2A;2A004;pr;a;a;vp;5;0;157.0;790000.0;4602.27;13.26;0.035;0.0;0.0;0.67;3
94.0;2A;2A004;pr;a;a;vp;5;C;134.0;580000.0;4328.36;13.26;0.037;0.0;1.0;1.0;1
94.0;2A;2A004;pr;a;a;vp;6;0;183.0;860000.0;4699.45;;;0.0;0.0;0.0;1
94.0;2A;2A004;pr;a;a;vp;6;C;158.0;560000.0;3544.3;;;1.0;0.0;2.0;1
94.0;2A;2A004;pr;a;a;vp;7;E;163.0;775000.0;4754.6;;;0.0;0.0;2.0;1
94.0;2A;2A004;pr;a;a;vp;8;0;230.0;630000.0;2739.13;;;0.0;0.0;0.0;1
94.0;2A;2A004;pr;a;m;v;13;0;400.0;999000.0;2497.5;;;0.0;0.0;0.0;1
94.0;2A;2A004;pr;a;m;v;3;0;72.0;305000.0;4236.11;;;0.67;1.33;0.0;3
94.0;2A;2A004;pr;a;m;v;3;B;62.0;283500.0;4572.58;;;0.0;0.0;1.0;1
94.0;2A;2A004;pr;a;m;v;3;C;147.0;710000.0;5195.74;;;0.0;1.5;1.0;2
94.0;2A;2A004;pr;a;m;v;3;VI;70.0;171200.0;2445.71;;;0.0;0.0;0.0;1
94.0;2A;2A004;pr;a;m;v;4;0;83.5;372900.0;4467.69;13.04;0.036;0.5;0.5;0.5;2
94.0;2A;2A004;pr;a;m;v;4;A;81.0;349400.0;4313.58;13.04;0.036;0.0;0.0;0.0;1
94.0;2A;2A004;pr;a;m;v;4;B;130.0;530000.0;4076.92;13.04;0.038;0.0;1.0;1.0;1
94.0;2A;2A004;pr;a;m;v;4;C;101.0;360250.0;3617.56;13.04;0.044;0.0;0.0;0.5;2
94.0;2A;2A004;pr;a;m;v;4;D;92.0;354500.0;3886.9;13.04;0.041;0.0;0.0;0.5;2
94.0;2A;2A004;pr;a;m;v;4;VI;110.0;787500.0;7159.09;13.04;0.022;0.0;0.0;0.0;1
94.0;2A;2A004;pr;a;m;v;5;0;145.0;1030000.0;7142.86;;;0.0;0.0;0.0;2
94.0;2A;2A004;pr;a;m;v;5;A;156.0;629000.0;4032.05;;;0.0;0.0;0.0;1
94.0;2A;2A004;pr;a;m;v;5;C;150.0;562500.0;3750.0;;;0.0;1.0;1.5;4
94.0;2A;2A004;pr;a;m;v;5;D;130.0;348000.0;2735.04;;;0.0;1.67;0.33;3
94.0;2A;2A004;pr;a;m;v;5;NS;175.0;550000.0;3142.86;;;0.0;0.0;0.0;1
94.0;2A;2A004;pr;a;m;v;5;VI;95.0;425000.0;4473.68;;;0.0;1.0;0.0;1
94.0;2A;2A004;pr;a;m;v;6;0;153.0;425500.0;2639.62;;;0.0;0.0;0.0;2
94.0;2A;2A004;pr;a;m;v;6;C;185.0;635000.0;3432.43;;;0.0;0.0;0.0;1
94.0;2A;2A004;pr;a;m;v;7;0;195.0;428290.0;2171.92;;;0.0;0.5;0.5;2
94.0;2A;2A004;pr;a;m;v;7;A;197.0;645000.0;3274.11;;;0.0;2.0;2.0;1
94.0;2A;2A004;pr;a;m;v;7;B;180.0;650000.0;3611.11;;;0.0;0.0;0.0;1
94.0;2A;2A004;pr;a;m;v;7;D;157.0;479000.0;2541.4;;;1.0;0.67;1.0;3
94.0;2A;2A004;pr;a;m;v;7;VI;130.0;429000.0;3300.0;;;0.0;2.0;2.0;1
94.0;2A;2A004;pr;a;m;v;9;0;230.0;634000.0;2565.22;;;0.0;1.67;0.0;3
94.0;2A;2A004;pr;a;m;v;9;C;300.0;1147000.0;3823.33;;;0.0;0.0;4.0;1
94.0;2A;2A004;pr;a;m;vp;11;D;231.0;990000.0;4285.71;;;0.0;2.0;2.0;1
94.0;2A;2A004;pr;a;m;vp;3;C;207.0;890000.0;4299.52;;;0.0;2.0;1.0;1
