type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS;DEP
pr;a;l;0;41;;2;400;;;0;0;0;0;D;167;45.82563;1.26203;Non;;;;;0;A;;;;;;;;;;;;;a;;a;2020-04;87085;0203;870850203;H;87
pr;a;l;2;41;;2;479;;;0;0;0;1;D;167;45.82539;1.26094;0;4.0;;1.0;;0;A;;;;;True;;True;;;Électrique;;Individuel;a;n;a;2020-04;87085;0203;870850203;H;87
pr;a;l;0;38;;1;363;;;0;0;0;1;E;276;45.83687;1.25268;0;7.0;;1.0;True;0;C;;;;;False;;True;;;;;Collectif;a;n;a;2020-04;87085;0103;870850103;H;87
pr;a;l;5;30;;1;360;;;0;1;0;1;VI;;45.83671;1.25644;0;7.0;;;;0;A;;;;;True;;True;;;Gaz;;Collectif;a;n;a;2020-04;87085;0103;870850103;H;87
pr;a;l;0;38;;1;300;;;0;0;0;0;E;276;45.83667;1.25171;Non;;;;;0;C;;;;;;;;;;;;;a;;a;2020-04;87085;0103;870850103;H;87
pr;a;l;3;32;;1;285;;;0;0;1;0;E;313.7;45.83306;1.25569;0;;;;;0;F;;;;;False;;False;;;Gaz;;Individuel;a;n;a;2020-04;87085;0103;870850103;H;87
pr;m;l;0;120;;5;571;;;0;0;1;0;D;191;45.70277;1.52852;0;3.0;;0.0;False;Est;F;;;0.0;;;;;;;Fioul;Radiateur;Individuel;a;n;m;2020-04;87086;0000;870860000;Z;87
pr;a;l;0;23;;1;265;;;0;0;1;0;E;268;45.82837;1.28636;0;2.0;;;False;0;D;;1.0;;False;False;;False;;;;;;a;n;a;2020-04;87114;0103;871140103;H;87
pr;a;l;0;33;;2;400;;;0;0;0;0;E;326;45.84792;1.28091;Non;;;;;0;C;;;;;;;;;;;;;a;;a;2020-04;87085;0801;870850801;H;87
pr;a;l;1;33;;2;440;;;0;0;1;0;E;326;45.84802;1.28093;0;1.0;;;True;0;C;;;;;False;;False;;;Électrique;;Individuel;a;n;a;2020-04;87085;0801;870850801;H;87
pr;a;l;0;30;;1;300;;;0;0;0;0;A;;45.83691;1.2561;Non;;;;;0;A;;;;;;;;;;;;;a;;a;2020-04;87085;0101;870850101;H;87
pr;a;l;3;65;;3;600;;;0;0;0;1;E;246;45.83927;1.25608;0;5.0;;;;0;F;;;;;;;True;;;;;Collectif, Individuel;a;n;a;2020-04;87085;0101;870850101;H;87
pr;a;l;3;34;;2;400;;;0;0;1;0;0;;45.842;1.25472;0;0.0;;;;0;;;1.0;0.0;;False;;False;;;Gaz;Radiateur;Collectif;a;n;a;2020-04;87085;0101;870850101;H;87
pr;m;l;0;70;200.0;3;550;;;0;0;0;1;0;;45.76897;1.20489;0;;;1.0;;0;;;;;;;;;;;;;Individuel;a;n;m;2020-04;87021;0000;870210000;Z;87
pr;m;l;0;58;200.0;3;550;;;0;0;0;1;E;329;45.84638;1.23085;0;;;1.0;;0;F;;;;;;;;;;;;Individuel;a;n;m;2020-04;87085;2001;870852001;H;87
pr;a;l;0;41;;2;447;;;0;0;0;1;E;321;45.84552;1.22343;0;;;1.0;False;0;C;2008.0;;;;False;;False;;;;;;a;n;a;2020-04;87085;2001;870852001;H;87
pr;m;l;0;86;;4;750;;;0;0;0;0;0;;45.85037;1.2246;0;2.0;;1.0;;0;;;;;;True;;;;;Gaz;;Individuel;a;n;m;2020-04;87085;2001;870852001;H;87
pr;m;l;0;86;;4;700;;;0;0;0;0;0;;45.85127;1.22242;Non;;;;;0;;;;;;;;;;;;;;a;;m;2020-04;87085;2001;870852001;H;87
pr;a;l;0;23;;1;300;;;0;0;0;0;0;;45.81941;1.23178;Non;;;;;0;;;;;;;;;;;;;;a;;a;2020-04;87085;1902;870851902;H;87
pr;a;l;1;25;;1;339;;;0;0;0;1;D;204;45.81956;1.23284;0;3.0;;1.0;;0;B;;;;;;;;;;;;Individuel;a;n;a;2020-04;87085;1902;870851902;H;87
pr;a;l;2;21;;1;340;;;0;0;1;0;E;275;45.81971;1.23214;0;4.0;;1.0;;0;C;;;;;True;;True;;;Électrique;;Individuel;a;n;a;2020-04;87085;1902;870851902;H;87
pr;a;l;3;34;;2;465;;;0;0;0;1;E;237;45.81956;1.23284;0;3.0;;1.0;;0;C;;;;;;;;;;;;Individuel;a;n;a;2020-04;87085;1902;870851902;H;87
pr;a;l;3;35;;2;468;;;0;0;0;1;E;237;45.81956;1.23284;0;3.0;;1.0;;0;C;;;;;;;;;;;;Individuel;a;n;a;2020-04;87085;1902;870851902;H;87
pr;a;l;2;23;;1;388;;;0;0;1;0;0;;45.81965;1.23165;0;7.0;;1.0;;0;;;;;;True;;True;;;Électrique;Convecteur;;a;n;a;2020-04;87085;1902;870851902;H;87
pr;a;l;0;24;;1;300;;;0;0;0;0;E;265;45.82506;1.25607;Non;;;;;0;C;;;;;;;;;;;;;a;;a;2020-04;87085;1101;870851101;H;87
pr;a;l;0;68;;4;600;;;0;0;0;0;E;257;45.82506;1.25607;Non;;;;;0;C;;;;;;;;;;;;;a;;a;2020-04;87085;1101;870851101;H;87
pr;a;l;0;47;;2;400;;;0;0;0;0;E;233;45.82506;1.25607;Non;;;;;0;C;;;;;;;;;;;;;a;;a;2020-04;87085;1101;870851101;H;87
pr;a;l;1;30;;1;520;;;0;0;0;1;E;303.0;45.82447;1.25909;0;4.0;;;;0;C;;;;;;;;;;;;Individuel;a;n;a;2020-04;87085;1101;870851101;H;87
pr;a;l;0;36;;2;400;;;0;0;0;0;0;;45.82506;1.25607;Non;;;;;0;;;;;;;;;;;;;;a;;a;2020-04;87085;1101;870851101;H;87
