type_annonceur;typedebien;typedetransaction;codepostal;codeinsee;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS;DEP;loyer_m2_median_n6;nb_log_n6;taux_rendement_n6;loyer_m2_median_n7;nb_log_n7;taux_rendement_n7;prix_m2_vente
pr;m;v;13124;;0;112;;4;490000;;;2049;0;0;0;0;;43.37893;5.58613;Oui;;;;;0;;;;;;;;;;;;;;a;;m;2020-04;13073;0000;130730000;Z;13;12.69;1.0;0.035;12.69;1.0;0.035;4375.0
pr;a;v;13013;;0;48;;2;153854;;;0;0;0;0;0;;43.3393;5.41693;Non;;;;;0;;;;;;;;;;;;;;ca;;a;2020-04;13213;0904;132130904;H;13;18.55;1.0;0.069;15.9;115.0;0.06;3205.29
pr;mn;v;13100;;0;91;313.0;6;294330;127330.0;167000.0;0;0;0;0;0;;43.51654;5.3805;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;13001;0908;130010908;H;13;;;;13.55;9.0;0.05;3234.4
pr;a;v;13300;;0;70;;3;110000;;;495;0;0;0;A;;43.6417;5.09462;Non;;;;;0;A;;;;;;;;128.0;;;;;a;;a;2020-04;13103;0101;131030101;H;13;11.335;18.0;0.087;11.55;76.0;0.088;1571.43
pr;m;v;13760;;0;114;;5;425800;;;0;0;0;0;0;;43.62502;5.30162;Non;;;;;0;;;;;;;;;;;;;;ca;;m;2020-04;13091;0000;130910000;Z;13;;;;;;;3735.09
pr;m;v;13500;;0;165;;6;330000;;;1389;0;0;0;0;;43.40193;5.05502;Non;;;;;0;;;;;;;;;;;;;;a;;m;2020-04;13056;0106;130560106;H;13;;;;13.93;1.0;0.084;2000.0
pr;m;v;13760;;0;105;;4;368500;;;0;0;0;0;0;;43.62502;5.30162;Non;;;;;0;;;;;;;;;;;;;;ca;;m;2020-04;13091;0000;130910000;Z;13;13.47;1.0;0.046;13.47;1.0;0.046;3509.52
pr;m;v;13760;;0;90;;4;359700;;;0;0;0;0;0;;43.62502;5.30162;Non;;;;;0;;;;;;;;;;;;;;ca;;m;2020-04;13091;0000;130910000;Z;13;13.47;1.0;0.04;13.47;1.0;0.04;3996.67
pr;a;v;13760;;0;62;;3;290700;;;0;0;0;0;0;;43.61664;5.30674;Non;;;;;0;;;;;;;;;;;;;;ca;;a;2020-04;13091;0000;130910000;Z;13;14.81;7.0;0.038;14.81;7.0;0.038;4688.71
pr;m;v;13011;;0;158;;6;630000;;;2605;0;0;0;0;;43.28839;5.48367;Non;;;;;0;;;;;;;;;;;;;;a;;m;2020-04;13211;0802;132110802;A;13;;;;;;;3987.34
pr;mn;v;13400;;0;104;400.0;4;400000;;;0;0;2;0;0;;43.29074;5.54854;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;13005;0403;130050403;H;13;;;;14.5;7.0;0.045;3846.15
pr;mn;v;13160;;0;89;357.0;4;262255;124255.0;138000.0;0;0;0;0;0;;43.87416;4.831;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;13027;0101;130270101;H;13;;;;11.63;3.0;0.047;2946.69
