type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS;DEP
pr;a;l;1;62;;3;470;;;0;0;0;1;0;;49.56938;3.62581;0;4.0;;;;0;;;;;;;;;;;;;Individuel;a;n;a;2020-04;02408;0301;024080301;H;02
pr;a;l;0;28;;1;300;;;0;0;0;0;E;310;49.55588;3.59585;Oui;;;;;0;C;;;;;;;;;;;;;a;;a;2020-04;02408;0901;024080901;H;02
pr;a;l;0;38;;2;515;;;0;0;0;0;E;250;49.24945;3.08374;0;2.0;;;;0;C;;;;;;;;;;Fioul;Radiateur;;a;n;a;2020-04;02810;0302;028100302;H;02
pr;a;l;0;50;;2;410;;;0;0;0;1;0;;49.5653;3.62342;0;2.0;;1.0;;0;;;;;;;;;;;;;Individuel;a;n;a;2020-04;02408;0501;024080501;H;02
pr;a;l;1;73;;2;460;;;0;0;0;1;0;;49.5653;3.62342;0;2.0;;1.0;;0;;;;;;;;;;;;;Individuel;a;n;a;2020-04;02408;0501;024080501;H;02
pr;a;l;0;40;;2;410;;;0;0;0;1;0;;49.56373;3.62252;0;0.0;;;;0;;;;;;;;;;;;;Individuel;a;n;a;2020-04;02408;0501;024080501;H;02
pr;a;l;0;40;;2;400;;;0;0;0;0;0;;49.56371;3.6225;Oui;;;;;0;;;;;;;;;;;;;;a;;a;2020-04;02408;0501;024080501;H;02
pr;a;l;2;35;;2;460;;;0;0;0;1;F;408;49.04531;3.39665;0;3.0;;0.0;;0;D;;;0.0;;;;False;;;Électrique;Convecteur;Individuel;a;n;a;2020-04;02168;0101;021680101;H;02
pr;a;l;0;30;;1;500;;;0;0;0;0;0;;49.84818;3.27804;Non;;;;;0;;;;;;;;;;;;;;a;;a;2020-04;02691;0501;026910501;H;02
pr;a;l;0;80;;3;500;;;0;0;0;0;0;;49.84601;3.29146;Non;;;;;0;;;;;;;;;;;;;;a;;a;2020-04;02691;0102;026910102;H;02
pr;a;l;0;31;;1;400;;;0;0;0;0;0;;49.84543;3.29071;Non;;;;;0;;;;;;;;;;;;;;a;;a;2020-04;02691;0102;026910102;H;02
pr;m;l;0;65;;3;500;;;0;0;0;0;G;470;49.61178;3.22318;Non;;;;;0;D;;;;;;;;;;;;;a;;m;2020-04;02173;0201;021730201;H;02
pr;m;l;0;65;124.0;3;570;;;0;0;0;1;C;149;49.60987;3.21938;0;;;;;0;E;;;;;;;;;;;;Individuel;a;n;m;2020-04;02173;0201;021730201;H;02
pr;a;l;0;25;;1;400;;;0;0;0;0;0;;49.84812;3.28439;Non;;;;;0;;;;;;;;;;;;;;a;;a;2020-04;02691;0101;026910101;H;02
pr;a;l;0;69;;3;780;;;0;0;0;0;C;137;49.25548;3.08371;0;;;;;Ouest;D;;;;;;;True;;;Gaz;Radiateur;Individuel;a;n;a;2020-04;02810;0102;028100102;H;02
pr;m;l;0;110;300.0;5;920;;;0;0;0;1;G;452;49.38618;3.31742;0;2.0;;0.0;False;0;G;;;0.0;;;;;;;Fioul;Radiateur;Individuel;a;n;m;2020-04;02722;0301;027220301;H;02
pr;a;l;2;17;;1;360;;;0;0;0;1;E;313.0;49.65419;3.29368;0;2.0;;;;0;D;;;;;;;;;;;;Individuel;a;n;a;2020-03;02738;0302;027380302;H;02
pr;a;l;1;50;;3;445;;;0;0;0;0;0;;48.96668;3.32166;0;2.0;;;;0;;;;;;;;;;;;;Individuel;a;n;a;2020-03;02555;0000;025550000;Z;02
pr;a;l;1;24;;1;289;;;0;0;0;1;G;492;49.56948;3.61905;0;4.0;;0.0;;0;D;;;0.0;;;;False;;;Électrique;Convecteur;Individuel;a;n;a;2020-03;02408;0301;024080301;H;02
pr;a;l;1;21;;1;330;;;0;0;0;1;0;;49.56942;3.6269;0;2.0;;;;0;;;;;;;;;;;;;Individuel;a;n;a;2020-03;02408;0301;024080301;H;02
pr;a;l;2;80;;4;550;;;0;2;0;1;D;165;49.56942;3.62375;0;;;0.0;;0;E;;;0.0;;;;False;;;Gaz;Radiateur;Individuel;a;n;a;2020-03;02408;0301;024080301;H;02
pr;a;l;1;83;;4;510;;;0;0;0;1;0;;49.56815;3.61976;0;1.0;;;;0;;;;;;;;;;;;;Individuel;a;n;a;2020-03;02408;0301;024080301;H;02
pr;m;l;0;120;;6;750;;;0;0;0;1;E;330;49.56956;3.62858;0;1.0;;0.0;True;0;G;;;0.0;;;;;;;Gaz;Radiateur;Individuel;a;n;m;2020-03;02408;0301;024080301;H;02
pr;m;l;0;123;;5;500;;;0;0;0;0;E;309;49.56863;3.62381;Non;;;;;0;G;;;;;;;;;;;;;a;n;m;2020-03;02408;0301;024080301;H;02
pr;a;l;4;47;;2;585;;;0;1;0;0;G;465;49.04068;3.40656;0;;;;True;0;G;;;;;;;;;;;;Collectif;a;n;a;2020-03;02168;0101;021680101;H;02
pr;a;l;2;28;;2;415;;;0;0;1;0;E;273;49.04545;3.39894;0;3.0;;0.0;;0;C;;;0.0;;;;False;;;Électrique;Convecteur;Individuel;a;n;a;2020-03;02168;0101;021680101;H;02
pr;a;l;3;69;;3;611;;;0;0;0;1;C;141;49.04169;3.40469;0;3.0;;0.0;;0;D;;;0.0;;;;False;;;Gaz;Radiateur;Individuel;a;n;a;2020-03;02168;0101;021680101;H;02
pr;a;l;0;63;;3;577;;;0;0;0;0;D;222.0;49.0453;3.40244;0;3.0;;;;0;C;;;;;;;;;;;;;a;n;a;2020-03;02168;0101;021680101;H;02
pr;a;l;1;29;;1;430;;;0;1;0;1;C;96;49.03914;3.4314;0;4.0;;1.0;;0;D;;;0.0;;;;True;;;Gaz;Radiateur;Collectif;a;n;a;2020-03;02187;0000;021870000;Z;02
pr;a;l;4;27;;1;341;;;0;0;0;0;G;504.0;49.04239;3.40344;0;;;;;0;;;;;;;;;;;;;Individuel;a;n;a;2020-03;02168;0101;021680101;H;02
pr;a;l;0;31;;1;365;;;0;0;0;1;VI;;49.04008;3.41187;0;;;;False;0;VI;;1.0;;;;;True;;;Gaz;Radiateur;Individuel;a;n;a;2020-03;02168;0101;021680101;H;02
pr;a;l;0;73;;3;700;;;0;0;0;0;0;;49.02746;3.18491;Non;;;;;0;;;;;;;;;;;;;;a;;a;2020-03;02521;0000;025210000;Z;02
pr;a;l;0;57;;4;400;;;0;0;0;0;0;;49.86374;3.30103;Non;;;;;0;;;;;;;;;;;;;;a;n;a;2020-03;02691;0207;026910207;H;02
pr;m;l;0;270;2000.0;8;950;;;0;0;0;3;G;700;49.54038;3.55344;0;;;5.0;;0;G;;;;;;;;;;;;Individuel;a;n;m;2020-03;02497;0000;024970000;Z;02
pr;m;l;0;270;;8;900;;;0;0;0;0;G;700;49.54017;3.55328;Oui;;;;;0;G;;;;;;;;;;;;;a;n;m;2020-03;02497;0000;024970000;Z;02
pr;m;l;0;63;300.0;3;470;;;0;0;0;1;D;225.6;49.65484;3.28222;0;;;;;0;E;;;;;;;;;;;;Individuel;a;n;m;2020-03;02738;0301;027380301;H;02
pr;a;l;0;75;;4;600;;;0;0;0;0;0;;49.84583;3.28758;Non;;;;;0;;;;;;;;;;;;;;a;n;a;2020-03;02691;0103;026910103;H;02
pr;a;l;0;20;;1;300;;;0;0;0;0;D;220;49.84403;3.29238;Non;;;;;0;;;;;;;;;;;;;;a;n;a;2020-03;02691;0103;026910103;H;02
pr;a;l;0;97;;3;700;;;0;0;0;0;0;;49.84448;3.29083;Non;;;;;0;;;;;;;;;;;;;;a;n;a;2020-03;02691;0103;026910103;H;02
pr;a;l;0;70;;3;600;;;0;0;0;0;D;204;49.84516;3.2876;Non;;;;;0;E;;;;;;;;;;;;;a;n;a;2020-03;02691;0103;026910103;H;02
pr;a;l;0;42;;3;400;;;0;0;0;0;0;;49.84146;3.28963;Non;;;;;0;;;;;;;;;;;;;;a;n;a;2020-03;02691;0103;026910103;H;02
pr;a;l;0;140;;6;600;;;0;0;0;0;C;120;49.84582;3.28753;Non;;;;;0;C;;;;;;;;;;;;;a;n;a;2020-03;02691;0103;026910103;H;02
