type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS;DEP
pr;a;l;0;63;;3;737;;;0;0;0;1;D;170.0;44.82917;-0.5687;0;1.0;;;;0;B;;;;;;;;;;;;Individuel;a;n;a;2020-04;33063;1108;330631108;H;33
pr;a;l;0;71;;3;800;;;0;0;0;0;C;93;44.85748;-0.53254;Oui;;;;;0;A;;;;;;;;;;;;;a;;a;2020-04;33119;0109;331190109;H;33
pr;a;l;1;71;;3;810;;;0;1;0;1;C;93;44.85682;-0.53308;0;4.0;;1.0;;0;A;;;0.0;;;;True;;;Électrique;Convecteur;Individuel;a;n;a;2020-04;33119;0109;331190109;H;33
pr;a;l;0;21;;1;500;;;0;0;0;0;0;;44.85401;-0.53782;Oui;;;;;0;;;;;;;;;;;;;;a;;a;2020-04;33119;0109;331190109;H;33
pr;a;l;4;21;;1;540;;;0;0;1;1;0;;44.85424;-0.53759;0;;;0.0;;0;;1901.0;;0.0;;;;True;;;Gaz;Radiateur;;a;n;a;2020-04;33119;0109;331190109;H;33
pr;a;l;0;74;;3;900;;;0;0;0;0;0;;44.82829;-0.5633;Oui;;;;;0;;;;;;;;;;;;;;a;;a;2020-04;33063;1108;330631108;H;33
pr;a;l;0;37;;1;586;;;0;0;0;0;VI;;44.82698;-0.56928;0;1.0;;;;0;VI;;;;;;;;;;;;;a;n;a;2020-04;33063;1108;330631108;H;33
pr;m;l;0;72;200.0;3;653;;;0;0;0;1;D;161.0;44.68694;-0.41642;0;0.0;;;False;0;B;;;;;;;;;;Électrique;Convecteur;Individuel;a;n;m;2020-04;33334;0000;333340000;Z;33
pr;m;l;0;45;300.0;2;515;;;0;0;1;0;VI;;45.32414;-0.95919;0;;;;;0;VI;;1.0;;;;;;;;Électrique;;Individuel;a;n;m;2020-04;33177;0000;331770000;Z;33
pr;a;l;0;34;;2;500;;;0;0;0;1;NS;;44.53886;-0.25322;0;;;;False;0;;;;;;;;False;;;Électrique;;Individuel;a;n;a;2020-04;33227;0102;332270102;H;33
pr;a;l;1;62;;3;754;;;0;0;0;1;A;10;44.78083;-0.55954;0;0.0;;;;0;C;;;;;;;True;;;;Radiateur;Individuel;a;n;a;2020-04;33550;0106;335500106;H;33
pr;a;l;1;40;;2;593;;;0;1;1;1;0;;44.78124;-0.56014;0;2.0;;;False;0;;2020.0;1.0;;;;17.0;True;;;Gaz;Radiateur;Individuel;a;n;a;2020-04;33550;0106;335500106;H;33
pr;a;l;1;32;;2;711;;;0;0;1;0;D;163;44.79544;-0.60405;0;2.0;;;False;0;B;;1.0;;False;False;;False;;;;;;a;n;a;2020-04;33522;0103;335220103;H;33
pr;a;l;0;42;;2;788;;;0;0;1;0;D;167.0;44.79544;-0.60405;0;1.0;;;False;0;B;;1.0;;False;False;;False;;;Électrique;;Individuel;a;n;a;2020-04;33522;0103;335220103;H;33
pr;a;l;0;41;;2;744;;;0;0;1;0;C;130.0;44.79544;-0.60405;0;2.0;;;False;0;A;;;;False;False;;False;;;;;;a;n;a;2020-04;33522;0103;335220103;H;33
pr;a;l;1;31;;2;711;;;0;0;1;0;C;126.0;44.79544;-0.60405;0;2.0;;;False;0;A;;;;False;False;;False;;;Électrique;;Individuel;a;n;a;2020-04;33522;0103;335220103;H;33
pr;a;l;0;21;;1;612;;;0;0;1;0;D;170;44.79544;-0.60405;0;2.0;;;False;0;B;;1.0;;False;False;;False;;;;;;a;n;a;2020-04;33522;0103;335220103;H;33
pr;a;l;2;20;;1;612;;;0;0;1;0;D;167.0;44.79544;-0.60405;0;2.0;;;False;0;B;;;;False;False;;False;;;;;;a;n;a;2020-04;33522;0103;335220103;H;33
pr;a;l;1;16;;1;426;;;0;0;1;0;E;301.0;44.83297;-0.57378;0;;;;False;0;B;;1.0;;False;True;;False;;;Électrique;;Individuel;a;n;a;2020-04;33063;1102;330631102;H;33
pr;m;l;0;93;1400.0;4;711;;;0;0;0;1;0;;44.80116;-0.01902;0;0.0;;;False;0;;1901.0;;1.0;;;;;;;Électrique;Sol;Individuel;a;n;m;2020-04;33153;0000;331530000;Z;33
pr;a;l;1;19;;1;442;;;0;0;1;0;D;153.0;44.79936;-0.61936;0;;;1.0;False;0;A;;1.0;;False;False;;False;;;;;;a;n;a;2020-04;33318;0115;333180115;H;33
pr;a;l;0;34;;1;452;;;0;0;0;0;E;243.0;44.84924;-0.62383;0;;;;False;0;C;;;;False;False;;False;;;;;;a;n;a;2020-04;33063;0803;330630803;H;33
pr;a;l;2;36;;1;607;;;0;0;0;1;D;195;44.82802;-0.57533;0;;;;False;Ouest;B;1990.0;;;False;False;;False;;;;;;a;n;a;2020-04;33063;1107;330631107;H;33
pr;a;l;1;55;;3;980;;;0;0;1;0;C;116.0;44.79544;-0.60405;0;2.0;;;False;0;A;;;;False;False;;False;;;;;;a;n;a;2020-04;33522;0103;335220103;H;33
pr;a;l;0;17;;1;490;;;0;0;0;0;F;442.5;44.82871;-0.575;0;;;;;0;D;;;;;False;;False;;;;;;a;n;a;2020-04;33063;1107;330631107;H;33
pr;a;l;0;21;;1;437;;;0;0;0;1;F;424.0;44.8451;-0.58523;0;;;;False;0;C;;1.0;;False;False;;False;;;Électrique;;Individuel;a;n;a;2020-04;33063;0605;330630605;H;33
pr;a;l;0;70;;2;1500;;;0;0;0;0;0;;44.8423;-0.57749;Non;;;;;0;;;;;;;;;;;;;;a;;a;2020-04;33063;0507;330630507;H;33
pr;a;l;0;37;;2;500;;;0;0;0;0;A;39;44.85703;-0.53061;Non;;;;;0;B;;;;;;;;;;;;;a;;a;2020-04;33119;0108;331190108;H;33
pr;a;l;1;26;;1;724;;;0;1;1;0;C;146.0;44.85157;-0.57683;0;0.0;;;;0;A;1901.0;1.0;0.0;;False;;False;;;Électrique;Convecteur;Individuel;a;n;a;2020-04;33063;0310;330630310;H;33
pr;a;l;0;19;;2;400;;;0;0;0;0;D;197;44.85285;-0.57628;Oui;;;;;0;B;;;;;;;;;;;;;a;;a;2020-04;33063;0310;330630310;H;33
pr;a;l;0;37;;2;600;;;0;0;0;0;C;125;44.83475;-0.56596;Non;;;;;0;G;;;;;;;;;;;;;a;;a;2020-04;33063;1101;330631101;H;33
pr;l;l;0;11;;2;400;;;0;0;0;0;0;;44.66351;-0.35181;Non;;;;;0;;;;;;;;;;;;;;a;;l;2020-04;33355;0000;333550000;Z;33
pr;a;l;0;240;;12;500;;;0;0;0;0;B;;44.82487;-0.58591;Non;;;;;0;C;;;;;;;;;;;;;a;;a;2020-04;33063;1202;330631202;H;33
pr;a;l;0;18;;1;700;;;0;0;0;0;B;;44.85223;-0.58148;Non;;;;;0;B;;;;;;;;;;;;;a;;a;2020-04;33063;0601;330630601;H;33
pr;a;l;0;88;;4;900;;;0;0;0;0;0;;44.80461;-0.59251;Non;;;;;0;;;;;;;;;;;;;;a;;a;2020-04;33522;0111;335220111;H;33
pr;a;l;2;64;;3;724;;;0;1;1;1;A;47;44.81609;-0.55001;0;;;0.0;;0;C;1901.0;;0.0;;;;True;;;Gaz;;;a;n;a;2020-04;33039;0106;330390106;H;33
pr;a;l;0;65;;3;783;;;0;0;0;0;C;113.0;44.81317;-0.56527;0;;;;False;0;D;2004.0;;;;False;;True;;;Gaz;;Individuel;a;n;a;2020-04;33063;1208;330631208;H;33
