type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS;DEP
pr;a;l;0;50;;2;765;;;0;0;1;0;NS;;14.61869;-61.04213;0;;;;False;0;;;1.0;;;True;;True;;;;;;a;n;a;2020-04;97209;0401;972090401;H;972
pr;m;l;0;77;;5;990;;;0;0;1;0;VI;;14.60891;-60.88183;0;1.0;;;;0;;;2.0;;;;;;;;;;;a;n;m;2020-04;97210;0108;972100108;H;972
pr;m;l;0;77;;5;900;;;0;0;0;0;0;;14.60867;-60.882;Non;;;;;0;;;;;;;;;;;;;;a;;m;2020-04;97210;0108;972100108;H;972
pr;a;l;0;35;;2;700;;;0;0;0;0;0;;14.74532;-60.96609;Non;;;;;0;;;;;;;;;;;;;;a;;a;2020-04;97230;0102;972300102;H;972
pr;a;l;3;36;;2;639;;;0;0;1;0;NS;;14.63767;-61.06032;0;;;;False;0;;;1.0;;;False;;;;;;;;a;n;a;2020-04;97209;0901;972090901;H;972
pr;m;l;0;140;1000.0;5;1650;;;0;0;1;1;VI;;14.69747;-60.97961;0;1.0;;;;0;VI;;1.0;;;;;;;;;;;a;n;m;2020-03;97212;1203;972121203;H;972
pr;a;l;0;107;70.0;4;1320;;;0;0;0;2;0;;14.50204;-60.92036;0;0.0;;2.0;;0;;;;;;;;;;;;;;a;n;a;2020-03;97227;2702;972272702;H;972
pr;a;l;2;66;;3;850;;;0;1;1;0;VI;;14.61828;-61.04601;0;5.0;;;False;0;VI;;1.0;1.0;;;17.0;False;;;;;;a;n;a;2020-03;97209;0401;972090401;H;972
pr;a;l;0;87;;4;950;;;0;0;1;1;NS;;14.62828;-61.05788;0;3.0;;;False;0;;;2.0;;;False;;;;;;;;a;n;a;2020-03;97209;0603;972090603;H;972
pr;m;l;0;200;1000.0;5;2680;;;0;0;0;5;0;;14.61921;-61.0564;0;;;3.0;;0;;;;;;;;;;;;;;a;n;m;2020-03;97209;0603;972090603;H;972
pr;a;l;3;45;;2;675;;;0;1;1;0;VI;;14.58224;-60.96526;0;5.0;;1.0;False;0;VI;;1.0;;;;14.0;True;;;;;;a;n;a;2020-03;97207;0705;972070705;H;972
pr;a;l;2;45;;2;580;;;0;0;0;0;0;;14.65315;-61.01049;0;3.0;;1.0;;0;;;;;;;;;;;;;;a;n;a;2020-03;97213;1307;972131307;H;972
pr;a;l;3;45;;2;750;;;0;0;1;0;NS;;14.62551;-61.01769;0;;;1.0;False;0;;;1.0;;;False;;True;;;;;;a;n;a;2020-03;97213;1305;972131305;H;972
pr;a;l;0;63;;3;900;;;0;1;0;1;G;451.0;14.62239;-61.01714;0;5.0;;1.0;True;Nord-Ouest;G;;1.0;;;;;True;;;;;;a;n;a;2020-03;97213;1305;972131305;H;972
pr;a;l;0;45;;2;650;;;0;0;1;0;VI;;14.57299;-60.98122;0;;;;;0;VI;1990.0;1.0;;;;;;;;;;;a;n;a;2020-03;97207;0701;972070701;H;972
pr;a;l;4;54;;2;690;;;0;0;0;1;0;;14.5958;-61.04706;0;5.0;;2.0;;0;;;;;;;;True;;;;;;a;n;a;2020-03;97209;0301;972090301;H;972
pr;m;l;0;80;;3;803;;;0;0;2;0;0;;14.60875;-61.07298;0;;;;False;0;;;2.0;;;;;;;;;;;a;n;m;2020-03;97209;0102;972090102;H;972
pr;a;l;1;52;;2;633;;;0;1;1;0;0;;14.60894;-61.07246;0;3.0;;1.0;False;0;;2007.0;1.0;;;;;;;;;;;a;n;a;2020-03;97209;0102;972090102;H;972
pr;m;l;0;100;;4;800;;;0;0;0;0;0;;14.69621;-61.14483;Non;;;;;0;;;;;;;;;;;;;;a;n;m;2020-03;97233;0000;972330000;Z;972
pr;a;l;0;42;16999.0;1;700;;;0;0;0;1;F;350.0;14.62407;-61.07527;0;3.0;;1.0;;0;;;;;;;;;;;;;;a;n;a;2020-03;97209;0114;972090114;H;972
pr;m;l;0;125;;5;1100;;;0;0;0;0;0;;14.7611;-60.98784;Non;;;;;0;;;;;;;;;;;;;;a;n;m;2020-03;97228;2802;972282802;H;972
pr;a;l;0;65;;4;900;;;0;0;0;0;0;;14.65272;-61.02862;Non;;;;;0;;;;;;;;;;;;;;a;n;a;2020-03;97224;2402;972242402;H;972
pr;a;l;0;20;;2;500;;;0;0;0;0;0;;14.62671;-61.10552;Non;;;;;0;;;;;;;;;;;;;;a;n;a;2020-03;97229;0107;972290107;H;972
pr;m;l;0;133;1000.0;4;1390;;;0;1;3;2;G;451.0;14.55113;-60.86956;0;;;;True;Nord-Ouest;G;;3.0;;;;;;;;;;;a;n;m;2020-03;97232;3203;972323203;H;972
pr;a;l;0;45;1000.0;3;790;;;0;0;1;0;G;600.0;14.52313;-60.97855;0;1.0;;1.0;False;0;G;1980.0;1.0;;;;;;;;;;;a;n;a;2020-03;97221;0102;972210102;H;972
pr;a;l;2;61;;3;956;;;0;0;1;0;NS;;14.60676;-61.07575;0;;;;True;0;;;1.0;;;False;;;;;;;;a;n;a;2020-03;97209;0203;972090203;H;972
