type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS;DEP
pr;a;l;4;21;;1;255;;;0;0;0;1;VI;;47.99711;0.2182;0;7.0;;;;0;A;;;;;False;;True;;;Électrique;;;a;n;a;2020-04;72181;0302;721810302;H;72
pr;a;l;5;100;;4;725;;;0;0;0;0;0;;48.01643;0.1849;0;6.0;;1.0;;0;;;;;;False;;True;;;Électrique;;Individuel;a;n;a;2020-04;72181;1302;721811302;H;72
pr;m;l;0;127;;6;1335;;;0;0;1;1;D;168.2;48.00343;0.20299;0;1.0;;1.0;True;0;B;;;;;False;;;;;;Pompe à chaleur;;a;n;m;2020-04;72181;0401;721810401;H;72
pr;a;l;1;72;;4;380;;;0;0;0;1;F;404.0;48.11412;0.51672;0;;;;;0;G;;;;;False;;False;;;Gaz;;;a;n;a;2020-04;72363;0000;723630000;Z;72
pr;a;l;2;60;;3;566;;;0;1;0;1;D;187;47.99165;0.19178;0;4.0;;1.0;;Sud-Ouest;B;;;0.0;;;;True;;;Électrique;Convecteur;Individuel;a;n;a;2020-04;72181;1002;721811002;H;72
pr;m;l;0;81;;4;610;;;0;0;0;1;F;378;47.99993;0.16752;0;0.0;;0.0;False;0;G;;;0.0;;;;;;;Gaz;Radiateur;Individuel;a;n;m;2020-04;72181;1602;721811602;H;72
pr;m;l;0;103;;6;580;;;0;0;0;1;VI;;48.00806;0.01473;0;1.0;;;;0;A;;;;;False;;;;;Électrique;;Individuel;a;n;m;2020-04;72096;0000;720960000;Z;72
pr;a;l;3;51;;2;472;;;0;0;0;1;D;188;48.01063;0.16225;0;3.0;;1.0;;0;B;;;;;False;;True;;;Électrique;;Individuel;a;n;a;2020-04;72181;1601;721811601;H;72
pr;a;l;1;34;;2;360;;;0;1;0;1;D;157;48.01063;0.16225;0;4.0;;1.0;;0;B;;;;;False;;False;;;Électrique;;Individuel;a;n;a;2020-04;72181;1601;721811601;H;72
pr;a;l;3;20;;1;345;;;0;1;1;0;F;427;48.01322;0.16826;0;4.0;;1.0;;0;D;;;;;True;;True;;;Électrique;Convecteur;;a;n;a;2020-04;72181;1601;721811601;H;72
