type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS;DEP
pr;a;l;0;60;;3;440;;;0;0;1;0;VI;;47.41235;-0.86408;0;;;;;0;A;;;;;False;;False;;;;;;a;n;a;2020-04;49068;0000;490680000;Z;49
pr;a;l;1;55;;3;509;;;0;0;1;0;E;235;47.45786;-0.55576;0;;;0.0;;0;D;1900.0;;0.0;;;;False;;;Gaz;;Individuel;a;n;a;2020-04;49007;0405;490070405;H;49
pr;a;l;1;68;;3;700;;;0;1;1;0;0;;47.44868;-0.5609;0;;;0.0;;0;;;;0.0;;;;False;;;Fioul;Radiateur;Collectif;a;n;a;2020-04;49007;1106;490071106;H;49
pr;m;l;0;147;500.0;6;811;;;0;0;1;1;D;208.0;47.3602;-0.55925;0;2.0;;;;0;D;;2.0;1.0;;;;;;;Gaz;Radiateur;Individuel;a;n;m;2020-04;49222;0000;492220000;Z;49
pr;a;l;0;20;;1;417;;;0;0;1;0;0;;47.47364;-0.58639;0;;;0.0;;0;;;;0.0;;;;False;;;Électrique;Convecteur;Individuel;a;n;a;2020-04;49007;0502;490070502;H;49
pr;a;l;0;38;22.0;1;482;;;0;0;1;0;A;50;47.4781;-0.5664;0;4.0;;0.0;;0;C;;;1.0;;;;False;;;Gaz;Radiateur;Collectif;a;n;a;2020-04;49007;0603;490070603;H;49
pr;a;l;0;26;;1;405;;;0;0;0;1;E;245;47.48351;-0.56335;0;;;0.0;;0;F;1980.0;;0.0;;;;False;;;;;;a;n;a;2020-04;49007;0704;490070704;H;49
pr;a;l;3;28;;1;390;;;0;0;0;1;E;245;47.48351;-0.56335;0;;;1.0;;0;F;1980.0;;0.0;;;;False;;;;;;a;n;a;2020-04;49007;0704;490070704;H;49
pr;a;l;3;14;;1;325;;;0;0;1;0;F;349;47.46671;-0.55682;0;3.0;;0.0;;0;C;1800.0;;0.0;;;;False;;;Électrique;;Individuel;a;n;a;2020-04;49007;0104;490070104;H;49
pr;a;l;0;24;;1;355;;;0;1;0;1;D;230;47.04566;-0.87497;0;2.0;;;;0;B;;;;;;;False;;;Électrique;;Individuel;a;n;a;2020-04;49099;0901;490990901;H;49
pr;a;l;2;24;;1;355;;;0;0;0;1;D;230;47.04452;-0.87348;0;;;;;Nord;B;1992.0;;;;;;;;;;;;a;n;a;2020-04;49099;0901;490990901;H;49
pr;m;l;0;60;50.0;3;750;;;0;0;0;1;E;299;47.05956;-0.88866;0;1.0;;;;0;B;1948.0;1.0;1.0;;;;;;;Électrique;;Individuel;a;n;m;2020-04;49099;0102;490990102;H;49
pr;m;l;0;650;;7;900;;;0;0;0;0;0;;47.46571;-0.43001;Non;;;;;0;;;;;;;;;;;;;;a;;m;2020-04;49307;0103;493070103;H;49
pr;m;l;0;172;;5;1115;;;0;0;1;1;D;194.0;47.58957;-0.35596;0;;;;;0;F;;;;;False;;;;;;;;a;n;m;2020-04;49333;0000;493330000;Z;49
pr;a;l;4;60;;3;759;;;0;0;1;1;E;259;47.47092;-0.55211;0;;;0.0;;0;C;1840.0;;0.0;;;;False;;;Électrique;Radiateur;Individuel;a;n;a;2020-04;49007;0107;490070107;H;49
pr;a;l;0;45;;3;800;;;0;0;0;0;D;200;47.47229;-0.55112;Non;;;;;0;C;;;;;;;;;;;;;a;;a;2020-04;49007;0107;490070107;H;49
pr;a;l;1;61;;3;670;;;0;0;0;1;D;206.0;47.47196;-0.55131;0;5.0;;;;0;B;;;;;False;;False;;;Électrique;Convecteur;;a;n;a;2020-04;49007;0107;490070107;H;49
pr;a;l;0;64;;3;600;;;0;0;0;1;E;240;47.47166;-0.52774;0;;;1.0;False;0;C;2007.0;;;;False;;False;;;;;;a;n;a;2020-04;49007;0902;490070902;H;49
pr;a;l;0;64;;3;600;;;0;0;0;0;E;240;47.47106;-0.52742;Non;;;;;0;C;;;;;;;;;;;;;a;;a;2020-04;49007;0902;490070902;H;49
pr;a;l;2;54;;3;620;;;0;1;0;1;E;241;47.47046;-0.52853;0;8.0;;;;0;F;;;;;False;;False;;;Fioul;;Collectif;a;n;a;2020-04;49007;0902;490070902;H;49
pr;a;l;2;62;;3;741;;;0;1;1;0;NS;;47.45221;-0.53833;0;4.0;;1.0;;Sud-Ouest;NS;;;0.0;;;;True;;;Électrique;Radiateur;Individuel;a;n;a;2020-04;49007;1002;490071002;H;49
pr;a;l;0;46;;2;410;;;0;0;1;0;VI;;47.40119;-0.27176;0;1.0;;;;0;G;;1.0;;;;;False;;;Électrique;Radiateur;Individuel;a;n;a;2020-04;49201;0000;492010000;Z;49
pr;a;l;0;40;;3;430;;;0;0;0;1;VI;;47.4015;-0.27168;0;1.0;;;;0;G;;1.0;;;;;False;;;Électrique;Radiateur;Individuel;a;n;a;2020-04;49201;0000;492010000;Z;49
pr;a;l;0;113;;4;500;;;0;0;0;0;D;170;47.26786;-0.07594;Non;;;;;0;A;;;;;;;;;;;;;a;;a;2020-04;49328;0103;493280103;H;49
pr;a;l;0;72;;4;400;;;0;0;0;0;D;;47.48308;-0.52453;Non;;;;;0;E;;;;;;;;;;;;;a;;a;2020-04;49007;0804;490070804;H;49
pr;a;l;0;86;;3;800;;;0;0;0;0;0;;47.34209;-1.16451;Oui;;;;;0;;;;;;;;;;;;;;a;;a;2020-04;49069;0106;490690106;H;49
pr;a;l;2;59;;3;700;;;0;1;0;1;C;137;47.4569;-0.54152;0;4.0;;;;sud-est;A;;;;;False;;True;;;Électrique;;Individuel;a;n;a;2020-04;49007;0303;490070303;H;49
pr;a;l;3;62;;3;747;;;0;1;0;1;C;130;47.45498;-0.53693;0;4.0;;1.0;;Sud;A;;;;;False;;True;;;Électrique;;Individuel;a;n;a;2020-04;49007;0303;490070303;H;49
pr;a;l;2;32;;2;420;;;0;0;1;0;E;263;47.46706;-0.55008;0;3.0;;;;0;C;;;;;False;;False;;;Électrique;Convecteur;;a;n;a;2020-04;49007;0109;490070109;H;49
pr;a;l;0;77;;4;510;;;0;0;1;1;D;158;47.37056;-0.46075;0;1.0;;2.0;;0;B;;2.0;;;;;;;;Électrique;Radiateur;Individuel;a;n;a;2020-04;49167;0000;491670000;Z;49
pr;a;l;1;20;;1;392;;;0;0;1;0;VI;;47.47548;-0.54733;0;4.0;;1.0;;Sud;A;;;;;False;;False;;;Électrique;Convecteur;;a;n;a;2020-04;49007;0202;490070202;H;49
pr;a;l;0;52;;2;720;;;0;0;0;0;NS;;47.47577;-0.54939;0;;;;False;0;;;;;;;;;;;Gaz;;Individuel;a;n;a;2020-04;49007;0202;490070202;H;49
pr;a;l;0;15;;1;393;;;0;0;1;0;NS;;47.47577;-0.54939;0;;;;False;0;;;;;;;;;;;Électrique;;Individuel;a;n;a;2020-04;49007;0202;490070202;H;49
pr;a;l;0;13;;1;265;;;0;0;1;0;E;288;47.46074;-0.54213;0;;;;;0;B;;;;;False;;False;;;Électrique;;Individuel;a;n;a;2020-04;49007;0301;490070301;H;49
pr;a;l;0;20;;1;380;;;0;0;0;1;B;87;47.45442;-0.54245;0;2.0;;;;0;D;;;;;;;False;;;;;Collectif;a;n;a;2020-04;49007;0404;490070404;H;49
pr;a;l;2;20;;1;380;;;0;0;0;1;B;87;47.45426;-0.54422;0;;;;;Nord-Est;D;;;;;;;;;;;;;a;n;a;2020-04;49007;0404;490070404;H;49
pr;m;l;0;87;;4;800;;;0;0;0;0;A;;47.46977;-0.55518;Non;;;;;0;A;;;;;;;;;;;;;a;;m;2020-04;49007;0105;490070105;H;49
pr;a;l;3;33;;2;454;;;0;0;1;0;E;269;47.46957;-0.55272;0;;;0.0;;0;B;1900.0;;0.0;;;;False;;;Électrique;;Individuel;a;n;a;2020-04;49007;0105;490070105;H;49
pr;a;l;0;40;;2;500;;;0;0;0;0;A;;47.46977;-0.55518;Non;;;;;0;A;;;;;;;;;;;;;a;;a;2020-04;49007;0105;490070105;H;49
pr;a;l;0;63;;3;600;;;0;0;0;0;0;;47.46977;-0.55518;Non;;;;;0;;;;;;;;;;;;;;a;;a;2020-04;49007;0105;490070105;H;49
pr;a;l;0;64;;3;600;;;0;0;0;0;B;51;47.46977;-0.55518;Non;;;;;0;C;;;;;;;;;;;;;a;;a;2020-04;49007;0105;490070105;H;49
pr;a;l;3;72;;4;770;;;0;0;0;1;D;208;47.45732;-0.55366;0;3.0;;1.0;True;0;C;;;1.0;;;;True;;;Électrique;Radiateur;Individuel;a;n;a;2020-04;49007;0402;490070402;H;49
pr;a;l;1;36;;1;454;;;0;0;1;1;D;172;47.46104;-0.54737;0;;;0.0;;0;B;1990.0;;0.0;;;;False;;;Électrique;Convecteur;Individuel;a;n;a;2020-04;49007;0402;490070402;H;49
pr;a;l;0;27;;1;700;;;0;0;0;0;0;;47.47643;-0.54065;Non;;;;;0;;;;;;;;;;;;;;a;;a;2020-04;49007;0203;490070203;H;49
pr;a;l;0;38;;2;465;;;0;0;1;1;E;307;47.47607;-0.5408;0;2.0;;0.0;;0;B;1900.0;;0.0;;;;False;;;Électrique;;Individuel;a;n;a;2020-04;49007;0203;490070203;H;49
pr;a;l;2;23;;2;375;;;0;0;0;1;0;;47.35325;-0.76305;0;3.0;;;;0;;;;;;False;;False;;;Électrique;;Individuel;a;n;a;2020-04;49063;0101;490630101;H;49
pr;a;l;0;73;;4;783;;;0;0;0;0;B;81;47.49025;-0.5614;0;;;1.0;False;0;C;2012.0;;;;True;;False;;;Gaz;;Collectif;a;n;a;2020-04;49007;0701;490070701;H;49
pr;a;l;1;38;;2;467;;;0;1;1;0;C;123;47.48926;-0.56206;0;;;1.0;;sud-est;A;;;;;False;;True;;;Électrique;;Individuel;a;n;a;2020-04;49007;0701;490070701;H;49
pr;m;l;0;78;110.0;4;704;;;0;0;0;1;VI;;47.40198;-0.52682;0;;;;;0;G;2019.0;2.0;1.0;;;;;;;Gaz;Radiateur;Individuel;a;n;m;2020-04;49223;0102;492230102;H;49
pr;a;l;0;34;;2;478;;;0;0;0;0;0;;47.4734;-0.56766;0;;;0.0;;0;;;;0.0;;;;False;;;;;;a;n;a;2020-04;49007;0601;490070601;H;49
pr;a;l;0;30;;2;474;;;0;0;0;0;0;;47.47559;-0.5623;0;;;0.0;;0;;;;0.0;;;;False;;;;;;a;n;a;2020-04;49007;0101;490070101;H;49
pr;m;l;0;83;300.0;4;802;;;0;0;0;1;D;173;47.36592;-0.52091;0;1.0;;2.0;False;0;B;2015.0;2.0;1.0;;;;;;;Électrique;Radiateur;Individuel;a;n;m;2020-04;49338;0000;493380000;Z;49
pr;m;l;0;59;;3;475;;;0;0;1;0;VI;;47.65199;-0.4447;0;;;;;0;G;;1.0;;;;;;;;Électrique;Radiateur;Individuel;a;n;m;2020-04;49132;0000;491320000;Z;49
pr;a;l;0;25;;1;424;;;0;0;0;0;0;;47.47379;-0.56058;0;;;0.0;;0;;;;0.0;;;;False;;;;;;a;n;a;2020-04;49007;0102;490070102;H;49
pr;a;l;0;76;;3;600;;;0;0;0;0;0;;47.26273;-0.07101;Non;;;;;0;;;;;;;;;;;;;;a;n;a;2020-03;49328;0103;493280103;H;49
pr;a;l;0;84;;5;300;;;0;0;0;0;0;;47.48588;-0.52671;Non;;;;;0;;;;;;;;;;;;;;a;n;a;2020-03;49007;0804;490070804;H;49
pr;a;l;0;20;;1;300;;;0;0;0;0;0;;47.26271;-0.07087;Non;;;;;0;;;;;;;;;;;;;;a;n;a;2020-03;49328;0103;493280103;H;49
pr;a;l;0;30;;2;285;;;0;0;1;0;0;;47.26525;-0.07305;0;;;0.0;;0;;;;1.0;;;;False;;;Électrique;Radiateur;Individuel;a;n;a;2020-03;49328;0103;493280103;H;49
pr;m;l;0;90;300.0;5;695;;;0;0;0;1;D;227.0;47.29537;0.01781;0;0.0;;0.0;False;0;C;;;0.0;;;;;;;Électrique;Radiateur;Individuel;a;n;m;2020-03;49002;0000;490020000;Z;49
pr;a;l;0;28;;2;370;;;0;0;1;0;D;221;47.45115;-0.52504;0;;;;False;0;B;;;;False;False;;False;;;;;;a;n;a;2020-03;49007;1002;490071002;H;49
pr;a;l;1;77;;4;630;;;0;0;1;0;NS;;47.40145;-0.2704;0;1.0;;;;Ouest;;;1.0;;;False;;False;;;Électrique;;Individuel;m;n;a;2020-03;49201;0000;492010000;Z;49
pr;a;l;3;47;;2;491;;;0;1;0;1;D;198;47.4716;-0.52805;0;4.0;;1.0;;0;B;;1.0;;;;;True;;;Électrique;;Individuel;a;n;a;2020-03;49007;0902;490070902;H;49
pr;a;l;2;26;;1;399;;;0;0;0;1;A;1.0;47.47215;-0.55181;0;;;;False;0;A;;;;False;False;;False;;;Électrique;;Individuel;a;n;a;2020-03;49007;0107;490070107;H;49
pr;a;l;0;16;;1;340;;;0;0;1;0;E;288.0;47.47252;-0.55104;0;;;0.0;;0;B;1920.0;;0.0;;;;False;;;;;;a;n;a;2020-03;49007;0107;490070107;H;49
pr;a;l;4;25;;1;350;;;0;0;0;1;E;240;47.47227;-0.54936;0;4.0;;;False;0;F;;;;;;;False;;;Gaz;Radiateur;Individuel;a;n;a;2020-03;49007;0107;490070107;H;49
pr;a;l;2;34;;1;450;;;0;0;1;0;E;234;47.47134;-0.55335;0;4.0;;0.0;;0;B;;;0.0;;;;False;;;Électrique;Radiateur;Individuel;a;n;a;2020-03;49007;0107;490070107;H;49
pr;a;l;0;61;;3;712;;;0;0;0;1;D;222;47.47017;-0.55028;0;4.0;;;True;0;E;;;;;;;False;;;Gaz;;Individuel;a;n;a;2020-03;49007;0107;490070107;H;49
pr;a;l;3;58;;3;640;;;0;0;0;1;D;161.0;47.47295;-0.5493;0;;;0.0;;0;E;1900.0;;0.0;;;;False;;;;;;a;n;a;2020-03;49007;0107;490070107;H;49
pr;a;l;2;61;;3;712;;;0;0;0;1;D;222.0;47.46964;-0.55086;0;;;;True;0;E;1901.0;;;;;;;;;;;;a;n;a;2020-03;49007;0107;490070107;H;49
